# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2812
# Selected columns: 25 (all)
# Timestamp: Fri, 07-Dec-2018 21:36:37
Gene ID	Gene Name	3-fold embryo Ce, hermaphrodite, organism	4-cell embryo Ce, hermaphrodite, organism	L1 larva Ce, hermaphrodite, NSM	L1 larva Ce, hermaphrodite, neuron	L1 larva Ce, hermaphrodite, organism	L2 larva Ce, hermaphrodite, motor neuron	L2 larva Ce, hermaphrodite, organism	L2d-dauer molt Ce, hermaphrodite, organism	L3 larva Ce, hermaphrodite, organism	L4 larva Ce, hermaphrodite, organism	L4 larva Ce, male, organism	adult Ce, hermaphrodite, gonad	adult Ce, hermaphrodite, organism	dauer larva Ce, hermaphrodite, organism	elongating embryo Ce, hermaphrodite, organism	embryo Ce, hermaphrodite, somatic cell	embryo Ce, male, organism	enclosing embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, organism	fully-elongated embryo Ce, hermaphrodite, pharyngeal muscle cell	gastrulating embryo Ce, hermaphrodite, organism	late cleavage stage embryo Ce, hermaphrodite, organism	newly molted young adult hermaphrodite Ce, hermaphrodite, organism	post dauer stage Ce, hermaphrodite, organism	proliferating embryo Ce, hermaphrodite, organism
WBGene00195874	R04F11.8				2.0	3.0																				
WBGene00195875	F11C7.8																1.0									
WBGene00195876	H03E18.3							0.6																		
WBGene00195877	R07E4.8	1.0			3.0	4.0	2.0	0.9	3.0	2.0	1.0	2.0	0.8		2.0			0.3	0.2	2.0	7.0	0.2	1.0	1.0	2.0	0.2
WBGene00195878	F46F3.6					0.1				0.1							0.7				0.4					
WBGene00195879	F49E10.10	0.3		2.0	4.0	2.0	7.0								1.0		0.9			1.0						
WBGene00195880	F23H12.12																				0.2					
WBGene00195881	T28B11.6											0.2														
WBGene00195882	F59B10.7			0.7	2.0	0.5		0.4		0.1		0.1	0.1				2.0	0.1	0.1	0.2	2.0		0.1			
WBGene00195883	K02B12.10														0.1				2.0		0.3					
WBGene00195884	C17E4.14	7.0			3.0	9.0		0.7	0.4	0.3	0.1	43.0	0.7	0.1	1.0	5.0	5.0	0.8	1.0	4.0	1.0	0.7	3.0		1.0	0.3
WBGene00195885	F38B7.12					27.0			0.1			4.0					5.0			0.6						
WBGene00195886	F08C6.8				8.0	0.6						0.2						0.1								
WBGene00195887	Y47D3A.33												2.0					0.2								
WBGene00195888	K07A12.9	0.9						2.0	0.1			0.3	11.0		0.1			0.2	0.3		0.9					0.1
WBGene00195889	T01B6.5		2.0									0.4		0.2			6.0	0.5	0.5	1.0	7.0	0.2	0.2			0.7
WBGene00195891	C09H10.11									0.2																
WBGene00195892	F35D2.7				0.8	0.6										1.0	12.0	0.1	0.1	0.2	0.9		3.0			0.1
WBGene00195893	F43D2.8				6.0	4.0											2.0				0.8					
WBGene00195895	T14G11.4				6.0	1.0				0.1		2.0		0.1	0.6				0.2	0.5	0.2					
WBGene00195900	K04D7.9					0.3											10.0			0.1	0.1					
WBGene00195901	H06I04.10					0.1						0.2	0.4					0.1			3.0					
WBGene00195903	K02E2.14						1.0								1.0											
WBGene00195904	T24F1.8				5.0	21.0						0.1					57.0				3.0		0.2			0.1
WBGene00195905	ZK381.36																7.0	0.2	0.2		0.2					
WBGene00195906	C13G5.3																				1.0	0.3				
WBGene00195907	T14F9.7				0.3	1.0									0.3			0.5			1.0					
WBGene00195908	Y46E12BL.5																	0.3	0.4							
WBGene00195909	Y106G6A.8					1.0			0.3				4.0				7.0	0.8			0.8					
WBGene00195910	F29F11.8			0.5	1.0	2.0	0.4						2.0				5.0									
WBGene00195911	C01B10.45	0.6						0.1									3.0	4.0		4.0	0.6		2.0			
WBGene00195912	H22K11.6																		0.5	0.6						
WBGene00195915	C07H6.11									0.8																
WBGene00195918	C35A11.5																		0.1		0.2					
WBGene00195919	T24B8.9																		2.0		6.0					
WBGene00195921	F12F6.13												0.6									0.2				
WBGene00195925	W01C8.9																				6.0					
WBGene00195926	T09B4.13																	0.1	0.2	0.3	0.2					
WBGene00195927	F54D1.17					6.0													0.4		5.0					
WBGene00195928	F46G11.9											0.2						0.3								
WBGene00195930	F42A10.11				0.2							5.0					2.0	0.2	0.2							
WBGene00195932	F33D4.11								0.1										0.1							
WBGene00195934	T09D3.10														0.3											
WBGene00195935	F42G8.16											0.1														
WBGene00195936	C02D5.5																				0.2					
WBGene00195938	R09A8.6		0.7		4.0	4.0								0.1	0.4		13.0									
WBGene00195939	K11G12.8					0.6													0.3		0.1					
WBGene00195940	ZK470.7					0.3											4.0		0.2		0.2		0.3			
WBGene00195941	F55B12.13				0.2																0.1					
WBGene00195942	C15C8.9																		0.1		1.0					
WBGene00195943	W08F4.14			5.0		4.0	7.0			0.5		7.0			0.4		4.0	0.2	3.0	2.0			2.0			
WBGene00195944	F22A3.10																0.5									
WBGene00195945	R03D7.10																7.0		0.3							
WBGene00195947	C02F4.9			1.0	6.0	4.0															0.3					
WBGene00195948	Y7A9D.62																5.0									
WBGene00195949	Y53F4B.52					2.0				4.0			8.0													
WBGene00195950	F08C6.9				0.6	4.0			0.1	0.1		0.1					4.0		0.1			0.1				
WBGene00195951	C23F12.7				0.1												30.0			0.6	1.0		1.0			
WBGene00195952	K04H4.9					4.0											16.0		0.1		6.0					
WBGene00195953	C42D8.10											0.5														
WBGene00195955	Y71A12C.4																		0.5		0.6					
WBGene00195957	C14F11.9					0.4															0.2					
WBGene00195958	ZK867.7	1.0		3.0		0.9												0.1		1.0	0.7					
WBGene00195959	H03A11.6																	0.2								
WBGene00195960	ZK381.37																0.8									
WBGene00195961	T28B4.6					1.0													0.3		0.1					
WBGene00195963	Y44A6B.5					0.4							10.0				45.0				17.0					
WBGene00195965	F26A10.7				2.0	2.0	3.0					0.4	0.7					0.1	1.0	0.1					0.5	
WBGene00195966	C16E9.10			7.0	12.0	10.0	7.0								0.1		3.0		0.2		0.2					
WBGene00195967	K08C7.9											1.0														
WBGene00195968	R11G1.8																8.0									
WBGene00195969	ZK563.8								0.2			3.0			0.4					0.1						
WBGene00195970	F52B10.6				4.0	2.0							0.7				6.0	0.1	1.0		11.0					
WBGene00195971	F55C5.12					3.0		0.3				2.0					46.0	0.4	0.7	0.5	0.2		0.5			
WBGene00195972	C38C6.9																	0.2								
WBGene00195973	B0495.12			7.0	0.4	0.3																				
WBGene00195974	C33B4.7					2.0						0.9			0.3	0.1	10.0	0.3			1.0					
WBGene00195975	K09A9.9				0.5	0.6				0.4						0.5	4.0			0.4	0.2		1.0			
WBGene00195976	W07G1.11														0.4											
WBGene00195978	VB0395L.2															0.1	3.0			0.3	5.0					
WBGene00195979	F31F7.4											0.4					6.0									
WBGene00195981	W01C8.10					1.0		0.6											1.0		0.7					
WBGene00195982	ZK836.5					2.0											9.0				0.2					
WBGene00195985	Y6B3B.12																36.0				0.9					
WBGene00195987	C04C11.7					2.0													0.1		0.1					
WBGene00195991	F02E11.8																		3.0							
WBGene00195992	F09F9.7				0.1			0.5	1.0						3.0				2.0		0.2				2.0	
WBGene00195993	C24G6.10									0.1											0.2					
WBGene00195994	F39B3.4					0.5			2.0			0.2			3.0										0.4	
WBGene00195995	C42D8.11											0.1							0.7							
WBGene00195996	Y54G9A.11				0.3																					
WBGene00195997	F42H10.10				0.8	0.5											11.0									
WBGene00196000	Y50D7A.14									0.1		9.0						0.2	0.3	0.2						
WBGene00196001	F52B10.7					0.9						3.0									5.0		0.9			
WBGene00196002	K03C7.5				6.0	7.0			0.1	0.3		1.0									0.2					
WBGene00196004	F13D11.8	2.0			1.0	0.8										2.0	19.0			0.3	11.0		1.0			
WBGene00196005	ZK867.8				8.0	1.0									0.1		7.0			0.1	0.2		0.3			
WBGene00196006	C01F4.4			7.0	4.0	4.0									0.1				0.4							
WBGene00196007	B0334.16					1.0																				
WBGene00196008	C25D7.17				2.0	0.4							2.0				8.0	0.9	0.8							
WBGene00196012	F32A6.7				3.0	4.0		0.7	0.3			0.7						1.0		2.0	1.0					
WBGene00196013	R08E3.5					0.5						0.1								0.3						
WBGene00196015	Y67D8A.6	3.0			0.3	1.0		1.0	1.0	0.7	1.0	2.0		0.2	2.0	8.0	6.0	3.0	1.0	4.0	10.0	0.9	9.0		3.0	1.0
WBGene00196016	W03A3.4		5.0						0.6						0.5			1.0								
WBGene00196018	F28F8.11				4.0	1.0		0.1	0.2						0.2			0.2	0.3							
WBGene00196020	F35G2.9					0.3												0.3								
WBGene00196021	F09G2.10				2.0	3.0		0.3							0.3		2.0				0.1					
WBGene00196022	B0495.13			5.0	3.0	3.0											3.0									
WBGene00196023	T03G11.15																	0.5								
WBGene00196024	C32C4.9					0.6		0.6				5.0							1.0							
WBGene00196025	C52E4.13					2.0						0.5			1.0		18.0	1.0		0.2	2.0		0.5		0.5	
WBGene00196026	Y39A1B.5																	2.0	3.0							
WBGene00196027	C30B5.10			9.0	2.0	1.0			4.0			0.5			5.0					0.7				0.2	5.0	
WBGene00196029	T06F4.6				13.0	6.0		0.3	0.1									0.1	0.2							
WBGene00196031	Y79H2A.13								1.0			254.0							2.0	2.0						
WBGene00196033	Y17D7C.7																		0.9							
WBGene00196034	T04C12.16				0.2	1.0	11.0			0.5		0.9					6.0			0.1	0.1					
WBGene00196036	F49H12.8				0.8							0.6	2.0								0.7					
WBGene00196039	C04E7.7				1.0																1.0	1.0				
WBGene00196040	Y75B8A.45					0.4						0.4	2.0				24.0	0.2		0.5	0.7	0.5				
WBGene00196041	R02D5.11				0.1										0.4				0.1							
WBGene00196042	K11C4.7				0.6	1.0	0.5		0.4	0.8	1.0	0.2			3.0			2.0			0.2			0.3		
WBGene00196044	ZK381.38					0.6											9.0	0.1	7.0	0.4	0.1	0.1				
WBGene00196045	F58F12.7					1.0												0.6		0.6	0.7	0.4	0.3			
WBGene00196046	F33G12.8					0.7				0.1		0.2					4.0			0.3	0.6		0.2		0.3	
WBGene00196047	C02C6.4				30.0	24.0	7.0	1.0				0.4		0.1	0.3		13.0	0.2			0.2					
WBGene00196049	ZK381.39					0.2											9.0	0.1			0.1		0.5			
WBGene00196050	C41G11.6																		0.2							
WBGene00196052	T27E4.14				8.0	22.0		0.9	1.0	0.1		9.0		0.2	0.7						2.0				0.6	
WBGene00196054	F53B3.8											1.0														
WBGene00196055	T07D1.8				1.0	2.0									0.1		15.0	0.7		0.4	0.6	0.7				0.1
WBGene00196056	T19C4.16					0.2						2.0		0.2					0.4			0.2			0.3	0.3
WBGene00196057	ZK84.9					0.1				0.1	0.1	0.7														
WBGene00196058	Y55F3BR.13																		3.0		0.9					
WBGene00196059	D2023.12				5.0	0.9								0.6	0.1			0.1		0.7	0.2			0.2		
WBGene00196060	VB0365.1				0.2												6.0		0.1		0.1					
WBGene00196062	C49A1.11											3.0									0.4					
WBGene00196063	F25G6.12																				0.6					
WBGene00196064	ZC477.15					2.0						0.4					3.0									
WBGene00196066	T19C4.17					0.1							2.0						2.0			1.0				0.2
WBGene00196067	Y39G8C.5				6.0	1.0																				
WBGene00196068	F40F9.13			0.2	4.0																					
WBGene00196069	Y39A3CL.8			0.8	4.0	2.0	2.0	0.1		0.1												0.1				
WBGene00196070	C16A3.14									0.3					0.1											
WBGene00196071	F56F3.8				0.3	0.2						0.4		0.2			4.0				0.2					
WBGene00196072	Y39A3B.6			0.7	0.7	0.3			0.1			0.4			0.1											
WBGene00196078	T02E9.11				0.9	10.0	4.0		0.1							3.0	36.0	0.4		0.3	6.0		2.0			
WBGene00196079	C29E6.9				0.5	4.0		2.0	0.1	0.4	0.7	1.0		0.2	0.3		3.0	0.1		0.4	0.7					
WBGene00196081	K06C4.18				2.0	0.7						2.0									0.2					
WBGene00196082	F54C4.5									2.0																
WBGene00196083	C53B7.9					0.4											4.0				0.1	0.1				
WBGene00196086	F16H9.4	0.2		33.0	10.0	6.0			1.0		0.1	0.1		0.1	0.6			0.3		0.7	2.0					
WBGene00196088	F58H1.11			3.0		2.0			0.4								5.0			0.6	1.0		0.5			
WBGene00196089	C15F1.13					0.7			0.1	10.0	0.3			0.3							7.0					
WBGene00196090	F02G3.2			0.4	1.0	1.0	0.3								0.1						1.0					
WBGene00196091	C50F4.18				1.0	0.3						0.4	2.0				4.0		0.2		0.2					
WBGene00196092	ZK632.15								0.7			2.0			0.1		3.0	0.5	1.0	0.7	0.2			0.2		
WBGene00196093	K03H9.6					2.0						0.2					3.0	0.1			0.4	0.1				
WBGene00196096	ZK616.62												0.4					0.1								
WBGene00196098	Y55F3AR.4				5.0												5.0				0.2					
WBGene00196099	T09B4.14																5.0				2.0					
WBGene00196100	K10C3.8			6.0	7.0	17.0	3.0	2.0	0.4	0.2		0.5	9.0		0.9		16.0			0.5	0.2	0.1	0.2			0.4
WBGene00196101	T20F10.9					0.5			3.0	0.9		1.0			3.0					4.0						
WBGene00196102	C29H12.7					1.0	5.0		6.0	0.5		0.4			3.0		1.0	0.6	1.0					0.3	2.0	
WBGene00196103	Y51A2D.24					0.5						7.0					4.0									
WBGene00196104	C48D1.11				4.0	3.0	12.0												0.4		0.4					
WBGene00196105	C18D1.11				2.0	2.0			0.1								3.0				0.2					
WBGene00196106	ZC504.7					0.3											4.0				0.4					
WBGene00196107	F41C6.8					0.3						0.2					11.0		0.5		0.6					
WBGene00196109	K02H8.2				0.2							0.4	0.4				4.0									
WBGene00196110	T01C2.3																	0.1	0.1		0.1			0.1		
WBGene00196111	C33B4.8			1.0	3.0	6.0						0.3				0.9	18.0		0.9	0.3	6.0		0.8			
WBGene00196112	K10D6.8				0.4	9.0						0.1		0.1			0.7				5.0					
WBGene00196113	F13H6.6			52.0	67.0	37.0									0.6		6.0		0.2	0.4	0.2					
WBGene00196115	F45B8.8									0.1							3.0				0.2					
WBGene00196118	Y32F6B.5	4.0							0.3	0.1		0.2			0.4	3.0		0.2		1.0	2.0		0.3			
WBGene00196119	F44E5.6			11.0	45.0	5.0	0.8										5.0				0.1					
WBGene00196120	T06H11.7				1.0	0.9		0.3										0.7		0.4	0.1			0.1		
WBGene00196121	C40H5.10					0.3																				
WBGene00196123	F55C5.13					13.0			0.1						0.2	0.5	12.0	1.0		0.2	0.2					
WBGene00196124	F57B10.16				15.0	10.0		0.6		0.6		0.5			0.2		5.0		0.1		1.0					
WBGene00196127	K02E11.14				3.0	2.0			0.1	0.1					0.8		3.0				13.0					
WBGene00196130	C54D1.8					3.0													0.5							
WBGene00196131	C56G2.16											0.4				1.0		0.2		2.0	5.0					
WBGene00196132	C34H3.5																	0.1								
WBGene00196134	C53B4.12																3.0									
WBGene00196136	C16C8.23											0.4						2.0								
WBGene00196137	T18H9.8					1.0	0.6		0.2								4.0				0.2					
WBGene00196138	C05B10.14				4.0	6.0	2.0	0.5							0.1		9.0				1.0					
WBGene00196140	T07F12.6								0.1						0.1											
WBGene00196141	R10E12.4				0.1	14.0			0.8			0.1					23.0	0.7			0.3					
WBGene00196143	K07A1.18					0.3			0.9						1.0										1.0	
WBGene00196144	Y40H4A.3					2.0		0.5													0.2					
WBGene00196145	T14F9.8																		2.0		0.2					
WBGene00196146	F10G8.10	0.5		25.0	23.0	6.0	12.0	2.0			0.7	7.0	7.0		0.1		7.0	2.0	0.4	1.0	2.0	0.1		1.0		0.1
WBGene00196147	W02A2.10					0.3			0.1						0.1		1.0				0.6					
WBGene00196148	B0457.8				0.3	2.0											27.0	0.6								
WBGene00196149	T28C12.7				8.0	6.0									0.1				0.1							
WBGene00196150	C30A5.11					0.1																				
WBGene00196152	F54E4.7						4.0												0.2							
WBGene00196153	T14G12.8																	0.3	3.0			3.0				
WBGene00196154	F28F9.8				0.2	0.3															3.0					
WBGene00196155	F40B5.4					0.9													1.0							
WBGene00196157	C07A4.4					1.0												0.5								
WBGene00196158	C52E12.8		0.8									0.3							0.3							
WBGene00196159	K04B12.6				4.0	6.0	0.5					0.2					51.0		0.2							
WBGene00196160	T14G8.5					2.0													0.2							
WBGene00196162	C05E11.11					6.0			0.2			0.1				0.6	3.0	0.1			0.2					
WBGene00196163	F23H12.13	2.0						0.5	0.1	0.1	0.6	3.0		0.3	1.0	2.0		4.0	1.0	2.0		0.6	0.9			
WBGene00196164	C29E6.10							0.3										0.1								
WBGene00196167	W06A7.7				0.9	0.4						13.0							0.6							
WBGene00196168	F39D8.5											29.0														
WBGene00196172	Y50D4B.8				0.4	4.0															0.1					
WBGene00196173	C07E3.14				0.1	0.5																				
WBGene00196175	W03G11.8				0.2	0.3											0.8	0.1		0.1	0.1					
WBGene00196176	T28B11.7			23.0	6.0	66.0	1.0	0.4				0.1					32.0		0.3	0.3	0.3	0.2				
WBGene00196177	F54C4.6					0.5				0.2		5.0					3.0	2.0			0.8					
WBGene00196178	D1022.12					0.8		0.1											0.2		0.2					
WBGene00196180	T19D2.6					2.0									0.1			0.1	0.2							
WBGene00196181	C26F1.13				0.1													0.1								
WBGene00196182	F26G1.12	8.0						0.5			0.2	0.3					27.0	2.0		6.0	45.0					
WBGene00196183	T06F4.7				6.0	3.0	2.0																			
WBGene00196184	C10E2.8			4.0	4.0	4.0															0.8	1.0				
WBGene00196185	F28F9.9	0.5			5.0	3.0		2.0	0.1			0.9				0.8	12.0	0.3		2.0	5.0	0.4	2.0			0.4
WBGene00196187	Y53H1C.6									0.2																
WBGene00196188	F15C11.4					9.0									0.1		6.0	0.3	3.0		0.5					
WBGene00196189	ZK40.5																2.0		0.1							
WBGene00196190	F12D9.8				0.2	0.1													2.0		3.0					
WBGene00196192	R01B10.7											1.0							0.5							
WBGene00196193	K01B6.5				3.0	4.0											1.0									
WBGene00196195	F28E10.8																0.6				0.1					
WBGene00196196	T21E12.6				3.0	0.4													0.4		0.3					
WBGene00196197	F09F3.14											4.0														
WBGene00196198	C16E9.11				8.0	1.0		0.3									2.0		0.5							
WBGene00196199	T18D3.11																		0.4		8.0					
WBGene00196201	T19C4.18					2.0						0.1									0.1					
WBGene00196202	W04D2.8			0.9	2.0	2.0	5.0				0.4						1.0		1.0		2.0	0.3	0.8			
WBGene00196204	B0379.9			5.0	11.0	56.0		0.2	0.5				0.4		0.3		17.0		0.5		0.2					
WBGene00196205	Y111B2A.32				0.5	2.0									0.3	0.7	14.0	0.9			3.0					
WBGene00196206	F28D1.19												0.7								0.2					
WBGene00196207	F41D9.8	0.4			0.3	0.6										1.0	1.0	0.5		0.5		0.8	2.0			
WBGene00196208	C39D10.13					1.0		0.3							0.8				0.1							
WBGene00196209	C41A3.4																		0.1		0.1					
WBGene00196210	F02D10.11		5.0																							
WBGene00196213	K12G11.7					0.8							2.0				50.0									
WBGene00196214	C56E6.13																		2.0							
WBGene00196215	D2092.12																				0.4					
WBGene00196216	C05A9.3				0.3	5.0									0.4		0.9	0.1			0.7					
WBGene00196217	C48D1.12																			0.2	0.2	1.0	0.8			0.5
WBGene00196219	C10H11.12					0.4		0.1	0.5			0.5		0.1	0.2		3.0	0.3		0.1	0.1	0.1	0.1	0.1	0.2	0.2
WBGene00196220	C24H12.13									0.2			3.0								0.7		0.5			
WBGene00196222	H19M22.6					0.5		0.3		0.3		0.3						0.2			0.1					
WBGene00196223	ZK470.8				0.3	0.6			0.2							4.0	12.0	0.2	7.0	1.0	6.0	11.0	4.0			1.0
WBGene00196225	T21H3.6				4.0																					
WBGene00196226	K01A6.11					2.0											1.0				0.2					
WBGene00196227	C25F6.11					6.0		1.0			0.1	1.0					18.0	0.1	0.8	0.9	22.0		2.0			0.3
WBGene00196228	F26A10.8						2.0														0.2					
WBGene00196229	C14E2.10																	0.8								
WBGene00196230	Y73B6BL.273									0.1																
WBGene00196231	F57B7.6				3.0	2.0									0.1					0.2						
WBGene00196233	C54D2.8																	0.1	0.1		0.2	0.1				
WBGene00196235	W10C8.8					1.0							2.0			0.5	11.0	0.3	0.1	0.4	2.0		0.6			1.0
WBGene00196236	M03F4.9				0.1	2.0											3.0									
WBGene00196237	F55C10.8			6.0		2.0												0.1			0.4					
WBGene00196238	C40C9.9					3.0																				
WBGene00196240	C25F6.12					0.5						0.2					30.0	0.1		0.2	13.0					
WBGene00196241	ZK1193.6					2.0																				
WBGene00196243	F26A3.11																	0.6								
WBGene00196247	R07D5.4				1.0	0.3				0.8					0.2		3.0				6.0					
WBGene00196248	R09F10.14																				0.3					
WBGene00196249	C54D10.17				0.1	1.0									0.1				0.1							
WBGene00196250	ZC13.12	0.5				0.5		0.8				0.2						1.0	0.1	2.0	0.9	0.1				0.4
WBGene00196251	C27A7.10											1.0							0.3		0.1					
WBGene00196253	T21B6.8				0.5	2.0											7.0	0.3	1.0		8.0	0.4				0.3
WBGene00196254	F11D5.12					0.2										0.2		0.1	0.5	0.3			0.6			
WBGene00196255	C43F9.14					7.0		1.0					4.0				12.0									
WBGene00196257	T04C12.17					0.9				0.3		0.2		0.4			5.0			0.2						
WBGene00196258	F25G6.13											0.2									4.0					
WBGene00196259	F28E10.9				4.0	10.0	10.0												0.1							
WBGene00196260	F32B5.10					0.1				0.1	0.5	17.0						0.5		0.5						
WBGene00196261	E02A10.6				2.0	1.0			2.0						0.5			0.1	0.1	0.1						
WBGene00196262	T01B4.5														0.5				0.2							
WBGene00196263	R08E3.6				0.4	3.0			0.1			0.2	0.8				23.0			0.5	1.0	0.4	0.7			0.5
WBGene00196264	F09A5.10	1.0			4.0	16.0		0.1	0.3	2.0		0.3			1.0	2.0	12.0	0.6	0.8	2.0	2.0		3.0		2.0	0.4
WBGene00196265	C08C3.7																		0.2							
WBGene00196266	C47G2.11																				0.2					
WBGene00196273	H13N06.9					0.3						0.2							0.2		0.2					
WBGene00196274	C09D8.4			11.0	5.0	13.0	2.0										24.0	0.1			0.2					
WBGene00196275	K08A8.7				1.0	0.3				0.5		0.2				0.1	3.0	0.5			0.3		0.4			0.2
WBGene00196276	C30F8.5				3.0				0.1	0.1								1.0			0.3					
WBGene00196277	T19D2.7											0.3														
WBGene00196279	Y67A10A.343																	0.1	0.3		0.3					
WBGene00196280	M01H9.7				11.0	2.0				0.1		0.2							1.0							
WBGene00196281	C16E9.12				3.0	2.0			0.1			0.1														
WBGene00196282	F46G11.10				1.0	2.0		1.0	0.3	0.1		0.2			0.9					0.5	0.2					
WBGene00196284	F26A10.9					0.1													0.1		0.1					
WBGene00196285	F40H3.7			4.0	0.5	1.0						0.1			0.1		16.0	0.2	0.2			0.7				0.3
WBGene00196288	R153.3				0.3																0.2					
WBGene00196289	T14E8.5			0.8	0.4	2.0									0.2											
WBGene00196290	ZK593.14				2.0												3.0	1.0	0.2		0.2	0.4				
WBGene00196291	C15H7.7	1.0				1.0				0.1			0.7			1.0	5.0	0.1			0.2		0.1			
WBGene00196295	F45H7.9				0.1	2.0									0.1					0.3	0.9		0.2		0.1	
WBGene00196296	Y39G10AR.27					0.8					0.2	15.0														
WBGene00196297	T04D3.9					0.5															0.4					
WBGene00196298	C52A11.5			5.0	5.0	0.5	1.0	0.8											1.0	0.3	0.2					
WBGene00196300	T04C10.7																	0.3	0.9							
WBGene00196301	C11E4.10																		2.0		3.0				0.5	
WBGene00196303	F10C2.10				0.9	0.4		0.1																		
WBGene00196304	F09A5.11					0.3					2.0	0.4			2.0			2.0		1.0					1.0	
WBGene00196305	F56E3.8				3.0	6.0	4.0																			
WBGene00196306	C54H2.6				0.1										0.1		0.8		0.1		0.1					
WBGene00196307	C26G2.3				0.2	0.1											3.0	0.1			0.1					
WBGene00196308	F49E10.12					0.4															0.1					
WBGene00196312	W05E10.8					0.5											11.0						0.3			
WBGene00196313	C33F10.17																				0.3					
WBGene00196315	Y24D9A.11	0.8		0.8	0.3	2.0	6.0		5.0	28.0	2.0	1.0	0.7	15.0	2.0	1.0	1.0	4.0	2.0	1.0	0.9	4.0	3.0	16.0	6.0	5.0
WBGene00196317	F55F1.6				0.2	0.9																				
WBGene00196318	T01C8.8																		1.0		0.7					
WBGene00196319	Y45G5AM.10				0.4														0.2		0.3					
WBGene00196320	F42A6.11																		1.0				0.7			
WBGene00196321	M79.7																4.0									
WBGene00196322	R05F9.14				0.6	0.5	0.5	0.1		0.4			0.7				1.0	0.1	4.0		6.0	3.0	4.0	0.2		0.1
WBGene00196323	F02G3.3			0.5	4.0	0.4			0.2									2.0	0.3		5.0	0.3				
WBGene00196325	ZK617.9					0.1																				
WBGene00196326	Y51A2D.26					3.0				0.1		364.0									0.4					
WBGene00196327	T05C12.12																				0.2					
WBGene00196328	Y39G8C.6				0.2	0.5				0.1		0.3	2.0			1.0	24.0	2.0	0.3	0.7	2.0		2.0			
WBGene00196329	C48D5.4				1.0	1.0											1.0		0.1							
WBGene00196330	ZC190.12					3.0		1.0							0.1				2.0							
WBGene00196331	B0198.4				3.0	1.0	42.0														0.6					
WBGene00196334	F40F12.11				5.0	7.0		2.0				0.1	8.0				21.0			0.6	1.0			0.2	0.1	
WBGene00196335	R03A10.8					0.6			0.5			3.0			2.0		4.0		0.1	0.1	0.1				1.0	
WBGene00196336	F13B12.13					0.3		0.1					4.0					0.1	0.1		3.0			0.6		0.2
WBGene00196337	ZK836.6				2.0	6.0				0.1							6.0									
WBGene00196338	T02E9.12	2.0			0.6	1.0										3.0	27.0		0.1	0.5	5.0		0.8			0.2
WBGene00196339	Y37E11AL.13																		0.4		0.3					
WBGene00196340	ZK40.6					1.0		1.0																		
WBGene00196343	M04D5.4																		3.0		0.8					
WBGene00196344	T03F7.11										0.1	1.0								0.7						
WBGene00196346	T02E9.13	0.8			2.0	3.0		1.0							1.0	3.0	3.0	3.0	0.1	4.0	4.0		4.0			1.0
WBGene00196347	C54D2.9				0.1				0.1	0.1								0.9	1.0							
WBGene00196349	F42D1.6					1.0		0.3		0.1							3.0	0.1								
WBGene00196350	F01G12.10																19.0									
WBGene00196354	M79.8				0.2	4.0										0.4	6.0	0.3			4.0		0.9			0.5
WBGene00196356	F43C11.13					0.4						7.0			2.0			0.8	0.4							
WBGene00196358	Y39D8B.4				0.1													0.1			0.1					
WBGene00196359	B0244.13																		0.4							
WBGene00196360	R06C1.7				3.0	1.0													0.6							
WBGene00196361	C11G10.4				9.0	2.0	2.0	0.3												0.3	5.0					
WBGene00196362	C17F4.13											3.0														
WBGene00196363	C34H3.6				0.1	0.2	1.0	0.4											0.5							
WBGene00196366	W02B3.8				0.4									0.1												
WBGene00196367	C10G11.13					0.3											22.0		1.0			0.5				
WBGene00196368	Y76A2B.7					2.0											8.0	0.1			0.3					
WBGene00196369	F14B8.9																2.0	0.1								
WBGene00196373	C30C11.6				3.0	7.0															0.8					
WBGene00196374	T21B10.8					2.0									0.3		4.0		1.0	0.7	0.2		0.5			
WBGene00196375	C29E6.11	2.0		0.9	4.0	9.0		0.1	0.2						0.1	0.5	54.0	0.6	2.0	0.4	1.0				0.6	
WBGene00196376	K02D10.7									0.3								0.8			0.1					
WBGene00196381	C32A3.5			0.2	6.0	4.0	9.0		0.3	0.1		2.0	0.7	0.4	0.1			1.0			0.2			0.3		0.1
WBGene00196384	ZK792.9				0.6	0.7			0.1	1.0		0.3			0.1					0.4	1.0					
WBGene00196388	T23G5.10					1.0			0.3		0.1	0.2					3.0						1.0			
WBGene00196389	Y65B4BL.9							0.3				0.5									0.2					
WBGene00196390	D1009.8				0.4												7.0		0.2							
WBGene00196391	ZK757.5				3.0	10.0		1.0				0.1			0.8		7.0				0.2					
WBGene00196392	ZC487.7				0.3	2.0			0.6						0.7		1.0		0.4		0.2					
WBGene00196393	T04F8.11				0.1	0.3									0.1			0.1	0.2							
WBGene00196394	T06A4.5									0.2	0.8	16.0		0.3				0.9	0.1	0.2				0.5		
WBGene00196396	F31C3.14			0.5	0.2												1.0		0.6		0.6	0.1	0.8			
WBGene00196397	F48C1.12	1.0		9.0	4.0	17.0		4.0	0.1		0.1		6.0		0.2	0.7	33.0	0.3	0.8	2.0	3.0	0.2	1.0		0.5	0.9
