# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2596
# Selected columns: 7 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:49
Gene ID	Gene Name	adipose tissue	duodenum	hypothalamus	kidney	liver	lung	muscle tissue
ENSBTAG00000024639	ENSBTAG00000024639			0.3	0.1			
ENSBTAG00000024641	ZBED1	16.0	12.0	11.0	16.0	2.0	42.0	8.0
ENSBTAG00000024643	VEPH1	0.1		0.5	15.0	4.0	12.0	0.7
ENSBTAG00000024647	ENSBTAG00000024647	3.0	0.5	1.0	3.0	423.0	4.0	62.0
ENSBTAG00000024648	ENSBTAG00000024648	1.0	0.2		1.0		0.6	0.3
ENSBTAG00000024657	ENSBTAG00000024657	62.0	208.0	47.0	28.0	11.0	72.0	27.0
ENSBTAG00000024662	ENSBTAG00000024662			4.0	0.6	0.1	3.0	
ENSBTAG00000024663	LAD1		0.1		139.0	0.2	26.0	78.0
ENSBTAG00000024675	CYSLTR1	0.4	0.1	1.0		0.1	0.5	0.2
ENSBTAG00000024688	PHIP	12.0	4.0	30.0	2.0	2.0	2.0	8.0
ENSBTAG00000024700	ENSBTAG00000024700			0.1		158.0		
ENSBTAG00000024701	TIMM10	26.0	33.0	28.0	76.0	27.0	58.0	30.0
ENSBTAG00000024708	CABIN1	10.0	8.0	5.0	21.0	4.0	40.0	4.0
ENSBTAG00000024715	ENSBTAG00000024715	54.0	2.0	18.0	17.0	5.0	180.0	34.0
ENSBTAG00000024723	CHCHD3	80.0	117.0	40.0	76.0	28.0	61.0	87.0
ENSBTAG00000024726	HJURP	3.0	0.1	0.1	0.5	0.4	4.0	5.0
ENSBTAG00000024751	ENSBTAG00000024751	0.5	0.1	0.4				
ENSBTAG00000024756	DENND6B	10.0	2.0	14.0	20.0	8.0	42.0	4.0
ENSBTAG00000024771	ENSBTAG00000024771	0.2						
ENSBTAG00000024772	TRIP6	8.0	2.0	3.0	39.0	2.0	16.0	1.0
ENSBTAG00000024773	ENSBTAG00000024773			9.0		0.1		
ENSBTAG00000024781	MRPL17	54.0	32.0	39.0	81.0	33.0	65.0	57.0
ENSBTAG00000024787	HAUS3	16.0	3.0	14.0	9.0	8.0	19.0	7.0
ENSBTAG00000024788	ENSBTAG00000024788					0.5		
ENSBTAG00000024801	RANBP17	3.0	0.3	4.0	1.0	1.0	3.0	0.5
ENSBTAG00000024803	ENDOD1	19.0	6.0	70.0	9.0	0.7	25.0	13.0
ENSBTAG00000024809	MGC137030	0.2						
ENSBTAG00000024814	B4GALNT4	0.1		4.0	4.0	0.2	4.0	0.4
ENSBTAG00000024815	ANKRD28	18.0	27.0	25.0	6.0	4.0	10.0	11.0
ENSBTAG00000024822	SETX	21.0	9.0	29.0	7.0	9.0	12.0	11.0
ENSBTAG00000024826	TECRL		5.0					
ENSBTAG00000024839	ENSBTAG00000024839	0.1		0.4	0.2	0.3		0.2
ENSBTAG00000024841	ENSBTAG00000024841	0.3				1.0		0.1
ENSBTAG00000024849	ENSBTAG00000024849						0.1	
ENSBTAG00000024851	TRIM14	2.0		0.3	0.8	0.6	14.0	6.0
ENSBTAG00000024852	CATHL2				0.1	0.1	0.2	
ENSBTAG00000024869	ENSBTAG00000024869	17.0	2.0	38.0	11.0	8.0	13.0	11.0
ENSBTAG00000024874	ENSBTAG00000024874		0.3		0.5		2.0	0.3
ENSBTAG00000024878	ENSBTAG00000024878	0.8	0.1	1.0	0.3	0.1	0.1	0.2
ENSBTAG00000024884	TEDC2	6.0	3.0	2.0	22.0	6.0	16.0	2.0
ENSBTAG00000024888	PDE5A	8.0	3.0	6.0	5.0	0.7	17.0	13.0
ENSBTAG00000024889	HSBP1	571.0	75.0	371.0	163.0	114.0	225.0	181.0
ENSBTAG00000024899	MGC134105					11.0		
ENSBTAG00000024901	ENSBTAG00000024901	0.9		0.4	0.2	0.2	46.0	4.0
ENSBTAG00000024903	KCNJ16	0.1	0.1	20.0	178.0	0.1	3.0	0.2
ENSBTAG00000024904	KIAA1683	1.0	0.3	0.4	0.9	0.6	2.0	0.9
ENSBTAG00000024909	H3F3A	309.0	42.0	209.0	245.0	268.0	571.0	302.0
ENSBTAG00000024910	GALR2	0.1						
ENSBTAG00000024914	ENSBTAG00000024914	0.2		2.0	0.6	4.0	0.7	0.2
ENSBTAG00000024915	SECTM1A	0.5	0.1	0.1			0.6	
ENSBTAG00000024918	BIRC3	68.0	5.0	18.0	17.0	20.0	35.0	18.0
ENSBTAG00000024926	TMEM235						0.4	
ENSBTAG00000024928	TNFRSF1B	52.0	3.0	4.0	9.0	4.0	168.0	12.0
ENSBTAG00000024929	PPP1R27	0.7	488.0		0.1	0.3		0.2
ENSBTAG00000024932	FSCN2		0.1		0.2		0.1	
ENSBTAG00000024934	ENSBTAG00000024934	0.4	0.1	0.2	0.1	0.1	1.0	
ENSBTAG00000024942	RPRML	0.5	0.2	0.7	105.0	0.1	4.0	3.0
ENSBTAG00000024943	ENSBTAG00000024943	0.1		0.5	0.1			
ENSBTAG00000024947	TCAM1	0.8		0.2	0.2		0.6	
ENSBTAG00000024950	ACE	5.0	2.0	4.0	42.0	0.2	209.0	15.0
ENSBTAG00000024957	SNCA	1.0	0.3	89.0	0.2	5.0	0.5	6.0
ENSBTAG00000024958	FAM214A	55.0	25.0	34.0	14.0	110.0	33.0	10.0
ENSBTAG00000024960	ENSBTAG00000024960	9.0	2.0	5.0	0.9	2.0	13.0	4.0
ENSBTAG00000024964	ENSBTAG00000024964	0.2	0.1		0.1	0.1	0.1	0.2
ENSBTAG00000024974	HEXIM2	4.0	0.9	0.4	8.0	12.0	9.0	0.6
ENSBTAG00000024979	HSPB9	0.5			0.2		0.7	0.2
ENSBTAG00000024980	VIT	6.0	4.0	4.0	0.5		0.4	
ENSBTAG00000024983	FBXO47	3.0	0.9	3.0	2.0	9.0	2.0	0.1
ENSBTAG00000024984	ENSBTAG00000024984	4.0	0.8	11.0	3.0	3.0	3.0	4.0
ENSBTAG00000024991	MKRN2OS	0.3	0.8		16.0	10.0	0.6	10.0
ENSBTAG00000024999	UTF1			0.2				0.1
ENSBTAG00000025001	MRPL45	50.0	35.0	30.0	35.0	23.0	39.0	44.0
ENSBTAG00000025003	INTS10	29.0	8.0	23.0	22.0	10.0	37.0	17.0
ENSBTAG00000025005	METTL7A	7.0	20.0	23.0	2.0	238.0	111.0	76.0
ENSBTAG00000025009	HOXB9	0.3			5.0		0.1	
ENSBTAG00000025021	ENSBTAG00000025021	1.0	0.2	15.0	5.0	0.7	0.8	0.3
ENSBTAG00000025023	ZNF8	6.0	2.0	4.0	4.0	2.0	22.0	3.0
ENSBTAG00000025028	MZT1	18.0	16.0	43.0	9.0	7.0	14.0	4.0
ENSBTAG00000025029	MAN2A1	46.0	3.0	12.0	18.0	18.0	29.0	31.0
ENSBTAG00000025035	PRLR	0.3		6.0	21.0	24.0	0.3	10.0
ENSBTAG00000025042	ENSBTAG00000025042	0.3			0.4	0.2		
ENSBTAG00000025046	ALKBH5	25.0	112.0	19.0	57.0	14.0	88.0	19.0
ENSBTAG00000025062	MAGEE2	2.0	0.3	47.0	4.0	0.2	12.0	0.5
ENSBTAG00000025071	TENM2	0.6	0.1	4.0	0.4			
ENSBTAG00000025078	LRRC75A	9.0	2.0	0.7	7.0	0.2	9.0	6.0
ENSBTAG00000025088	RCVRN	0.3		0.7			0.2	
ENSBTAG00000025099	RNF145	40.0	6.0	42.0	15.0	16.0	143.0	21.0
ENSBTAG00000025101	ASGR2	12.0			7.0	626.0	7.0	0.8
ENSBTAG00000025108	ENSBTAG00000025108		0.1	0.2				
ENSBTAG00000025110	ENSBTAG00000025110	0.1		0.3		0.1		0.1
ENSBTAG00000025113	ENSBTAG00000025113	0.2	0.2	0.3		0.5	0.4	0.3
ENSBTAG00000025121	EMC6	20.0	39.0	21.0	61.0	31.0	36.0	21.0
ENSBTAG00000025124	ZNF300	1.0	0.1	2.0	2.0	0.4	1.0	0.3
ENSBTAG00000025126	ENSBTAG00000025126	5.0	0.2	89.0	4.0	0.8	8.0	1.0
ENSBTAG00000025129	MNT	4.0	1.0	1.0	6.0	1.0	20.0	2.0
ENSBTAG00000025130	HIC1	7.0	3.0	0.4	4.0	0.1	31.0	2.0
ENSBTAG00000025136	MYOZ3	0.8	113.0		0.5		3.0	0.1
ENSBTAG00000025140	DOC2B	14.0	0.9	9.0	6.0	0.9	51.0	2.0
ENSBTAG00000025146	ENSBTAG00000025146	4.0	1.0	5.0	1.0	2.0	1.0	2.0
ENSBTAG00000025148	FBXL12	9.0	2.0	3.0	8.0	6.0	17.0	3.0
ENSBTAG00000025149	RPAIN	10.0	5.0	10.0	11.0	11.0	15.0	2.0
ENSBTAG00000025161	AGPAT2	1190.0	87.0	4.0	65.0	123.0	135.0	11.0
ENSBTAG00000025165	ENSBTAG00000025165					0.2	0.1	
ENSBTAG00000025167	ABHD15	7.0	0.3	0.1	0.4	3.0	4.0	0.8
ENSBTAG00000025181	CCDC85C	12.0	3.0	5.0	16.0	8.0	16.0	7.0
ENSBTAG00000025182	FBXL21	2.0	0.3	4.0	1.0	65.0	0.9	6.0
ENSBTAG00000025183	ANKRD40	0.1	0.3	0.5	1.0	0.8		76.0
ENSBTAG00000025191	SKP1	340.0	216.0	588.0	233.0	251.0	274.0	249.0
ENSBTAG00000025192	MGC134473						0.3	
ENSBTAG00000025200	ASIC2	1.0	0.2	7.0	0.1	0.2		
ENSBTAG00000025202	ENSBTAG00000025202			0.2	0.2	0.2	0.2	
ENSBTAG00000025210	COL4A2	319.0	51.0	3.0	68.0	4.0	386.0	9.0
ENSBTAG00000025211	ING1	12.0	30.0	6.0	33.0	9.0	50.0	11.0
ENSBTAG00000025212	HARS2	20.0	5.0	19.0	20.0	17.0	22.0	10.0
ENSBTAG00000025213	OMG	3.0		199.0	0.1	0.8	0.6	0.6
ENSBTAG00000025219	ENSBTAG00000025219	8.0	0.2	1.0	0.5	11.0	1.0	5.0
ENSBTAG00000025220	FAM155A			12.0	0.4			0.2
ENSBTAG00000025221	TEX30	18.0	2.0	4.0	12.0	12.0	8.0	6.0
ENSBTAG00000025226	IGIP	25.0	2.0	91.0	15.0	23.0	15.0	5.0
ENSBTAG00000025233	CBARP	0.1	0.1	1.0	3.0		0.7	0.1
ENSBTAG00000025242	C19H17orf78			0.2		0.1		4.0
ENSBTAG00000025246	ZIC2	0.1	0.1	7.0	0.1			
ENSBTAG00000025250	CCL3	5.0	0.1	5.0	1.0	134.0	17.0	0.6
ENSBTAG00000025257	CCL4	8.0	0.1	14.0	0.7	8.0	67.0	3.0
ENSBTAG00000025258	ENSBTAG00000025258	5.0	7.0	0.9	1.0	94.0	29.0	3.0
ENSBTAG00000025260	ENSBTAG00000025260					27.0	1.0	
ENSBTAG00000025263	FAM160A1	2.0	25.0	0.5	4.0	5.0	8.0	3.0
ENSBTAG00000025274	TUBB4B	59.0	146.0	136.0	166.0	25.0	276.0	160.0
ENSBTAG00000025277	ABHD17A	42.0	52.0	28.0	211.0	58.0	104.0	72.0
ENSBTAG00000025280	SERPINB6	98.0	41.0	50.0	197.0	111.0	97.0	365.0
ENSBTAG00000025283	ENSBTAG00000025283	0.7	1.0	0.4		5.0	0.4	0.2
ENSBTAG00000025297	MMGT1	10.0	2.0	18.0	4.0	4.0	7.0	9.0
ENSBTAG00000025308	STON2	3.0	7.0	6.0	7.0	1.0	2.0	3.0
ENSBTAG00000025310	ENSBTAG00000025310	0.5	0.5		0.2	0.3		
ENSBTAG00000025311	GMFB	37.0	3.0	93.0	10.0	14.0	15.0	16.0
ENSBTAG00000025313	DYNLL2	110.0	110.0	337.0	235.0	107.0	140.0	57.0
ENSBTAG00000025320	AKAP1	20.0	30.0	8.0	43.0	12.0	38.0	22.0
ENSBTAG00000025324	ENSBTAG00000025324			12.0	0.2		0.1	
ENSBTAG00000025329	IRF2BPL	17.0	7.0	6.0	28.0	4.0	80.0	4.0
ENSBTAG00000025335	ENSBTAG00000025335	0.9		0.6	0.8	2.0	0.3	2.0
ENSBTAG00000025337	ENSBTAG00000025337		0.7	2.0				
ENSBTAG00000025340	CDHR2			0.1	123.0	0.1	0.8	215.0
ENSBTAG00000025345	ARL10	4.0	2.0	3.0	12.0	0.2	10.0	2.0
ENSBTAG00000025358	SNX2	114.0	12.0	47.0	105.0	50.0	94.0	39.0
ENSBTAG00000025372	RIOX1	12.0	5.0	6.0	14.0	4.0	14.0	15.0
ENSBTAG00000025379	ENSBTAG00000025379	0.2	0.1	0.6	0.2	3.0	0.3	0.1
ENSBTAG00000025383	ENSBTAG00000025383					2.0		
ENSBTAG00000025385	RPL12	2.0	1.0	0.2	3.0	152.0	4.0	435.0
ENSBTAG00000025391	ENSBTAG00000025391	1.0	0.4	0.8	1.0	2.0	2.0	4.0
ENSBTAG00000025398	ENSBTAG00000025398	26.0	0.3	0.8	2.0	4.0	59.0	21.0
ENSBTAG00000025400	PARP4	15.0	2.0	13.0	7.0	5.0	19.0	8.0
ENSBTAG00000025401	DOK3	1.0	0.1	0.2	0.6	0.2	4.0	0.6
ENSBTAG00000025402	IL17D	15.0	0.9	3.0	7.0	5.0	9.0	0.6
ENSBTAG00000025403	TTLL5	6.0	0.7	9.0	3.0	2.0	12.0	4.0
ENSBTAG00000025405	BATF	4.0	0.1		1.0	0.2	12.0	4.0
ENSBTAG00000025410	EGFL8	2.0	0.5	4.0	4.0	0.4	3.0	0.4
ENSBTAG00000025413	RNF5	38.0	29.0	35.0	69.0	81.0	52.0	38.0
ENSBTAG00000025424	NOTCH4	9.0	3.0	2.0	10.0	0.8	56.0	1.0
ENSBTAG00000025425	RAB24	41.0	12.0	22.0	77.0	36.0	113.0	19.0
ENSBTAG00000025426	NSD1	27.0	16.0	20.0	10.0	8.0	22.0	14.0
ENSBTAG00000025434	ZFP36L1	203.0	14.0	49.0	44.0	90.0	157.0	44.0
ENSBTAG00000025441	HSPA1A	174.0	569.0	168.0	2479.0	335.0	12685.0	198.0
ENSBTAG00000025442	HSPA1L	1.0	0.3	3.0	1.0	0.4	2.0	2.0
ENSBTAG00000025443	FNIP1	21.0	15.0	23.0	7.0	4.0	5.0	13.0
ENSBTAG00000025445	ENSBTAG00000025445	0.5		0.2	0.2	2.0		0.2
ENSBTAG00000025448	IZUMO4	4.0	0.1	6.0	5.0	3.0	4.0	0.2
ENSBTAG00000025450	SYNE2	13.0	8.0	6.0	13.0	23.0	19.0	4.0
ENSBTAG00000025452	SF3A2	21.0	11.0	10.0	22.0	13.0	51.0	14.0
ENSBTAG00000025458	DPF3	0.9	9.0	5.0	0.8	1.0	1.0	2.0
ENSBTAG00000025462	GADD45B	36.0	4.0	9.0	21.0	45.0	123.0	9.0
ENSBTAG00000025471	TNF	3.0		3.0	0.9	0.5	5.0	1.0
ENSBTAG00000025477	KIF3A	14.0	6.0	181.0	10.0	2.0	7.0	4.0
ENSBTAG00000025485	ENSBTAG00000025485	0.9	0.2		26.0	53.0	0.4	3.0
ENSBTAG00000025494	PAQR8	6.0	0.9	79.0	1.0	0.3	9.0	5.0
ENSBTAG00000025496	SORD	49.0	4.0	15.0	136.0	176.0	9.0	63.0
ENSBTAG00000025502	CNMD	0.8	0.7	3.0	1.0	1.0	0.7	0.2
ENSBTAG00000025516	GNL1	18.0	9.0	20.0	22.0	3.0	33.0	9.0
ENSBTAG00000025522	UNC13C	0.1		9.0	0.2		0.1	
ENSBTAG00000025526	MDC1	17.0	2.0	19.0	11.0	6.0	37.0	5.0
ENSBTAG00000025535	GLYATL3	0.2			41.0	67.0	0.9	
ENSBTAG00000025540	ALKBH7	13.0	33.0	8.0	86.0	27.0	28.0	20.0
ENSBTAG00000025550	PRR22	0.7	0.2	0.8	4.0	1.0	5.0	0.2
ENSBTAG00000025554	LRRC73	0.4	0.1	7.0	14.0	0.1	7.0	0.3
ENSBTAG00000025564	RPL36A	288.0	76.0	117.0	342.0	222.0	361.0	538.0
ENSBTAG00000025571	MRPS18A	33.0	28.0	18.0	54.0	23.0	44.0	28.0
ENSBTAG00000025589	CDKAL1	11.0	6.0	6.0	11.0	5.0	11.0	7.0
ENSBTAG00000025593	CCDC32	26.0	11.0	33.0	20.0	15.0	37.0	15.0
ENSBTAG00000025595	ENSBTAG00000025595	0.8		0.7	0.8	99.0	0.5	
ENSBTAG00000025597	GRIN3B			0.6			0.2	
ENSBTAG00000025604	ENSBTAG00000025604			0.2	0.2			
ENSBTAG00000025606	YIPF2	31.0	35.0	7.0	32.0	27.0	42.0	24.0
ENSBTAG00000025612	URM1	22.0	7.0	18.0	20.0	12.0	29.0	31.0
ENSBTAG00000025617	RPS4Y1	69.0	25.0	37.0	63.0	46.0	91.0	90.0
ENSBTAG00000025621	ENSBTAG00000025621	0.5	0.2	0.5	0.3	0.1	0.5	0.1
ENSBTAG00000025622	DEF6	16.0	0.3	0.8	4.0	2.0	29.0	5.0
ENSBTAG00000025632	NOP10	21.0	8.0	16.0	23.0	13.0	13.0	12.0
ENSBTAG00000025634	ENSBTAG00000025634	0.7	0.1	2.0	2.0	0.2	0.5	3.0
ENSBTAG00000025642	RYR3	0.5	0.4	3.0	0.3	0.1	0.5	0.1
ENSBTAG00000025644	CALM	640.0	778.0	511.0	352.0	205.0	754.0	344.0
ENSBTAG00000025651	ENSBTAG00000025651					1.0		
ENSBTAG00000025659	ZNF618	2.0	0.7	1.0	3.0	0.5	10.0	3.0
ENSBTAG00000025664	ENSBTAG00000025664					0.2	0.2	
ENSBTAG00000025666	RPS29	1477.0	724.0	301.0	1992.0	305.0	2541.0	5310.0
ENSBTAG00000025667	ENSBTAG00000025667	1.0	0.2	8.0	5.0	0.5	3.0	
ENSBTAG00000025669	B3GALT4	5.0	8.0	3.0	17.0	4.0	11.0	11.0
ENSBTAG00000025718	HMGCLL1	2.0	0.7	21.0			0.4	0.1
ENSBTAG00000025720	ENSBTAG00000025720	0.2	0.1					
ENSBTAG00000025748	CYP4F2				3.0	0.2	0.1	57.0
ENSBTAG00000025752	P3H4	17.0	8.0	9.0	21.0	1.0	20.0	15.0
ENSBTAG00000025755	RNF212B	0.2	0.1	0.1	2.0	0.5	0.1	
ENSBTAG00000025756	FBXW12	25.0	1.0	17.0	16.0	16.0	47.0	7.0
ENSBTAG00000025760	ENSBTAG00000025760	0.8	0.2	0.3	2.0	6.0	0.4	61.0
ENSBTAG00000025762	CNP	24.0	7.0	469.0	16.0	4.0	52.0	25.0
ENSBTAG00000025764	ENSBTAG00000025764	0.4		2.0	0.9	2.0	0.6	0.9
ENSBTAG00000025767	ENSBTAG00000025767			0.1	0.4		0.3	
ENSBTAG00000025775	INSL3	1.0			0.1	0.2	2.0	
ENSBTAG00000025778	EMC9	17.0	51.0	10.0	38.0	22.0	14.0	16.0
ENSBTAG00000025782	TNFSF8	7.0	0.3	2.0	0.4	0.5	6.0	1.0
ENSBTAG00000025788	MPV17L2	10.0	8.0	8.0	41.0	8.0	24.0	32.0
ENSBTAG00000025792	ARID3C			0.1	0.1		0.1	0.2
ENSBTAG00000025803	C10H15orf59	5.0	37.0	10.0	2.0	2.0	9.0	1.0
ENSBTAG00000025809	ABHD8	7.0	9.0	15.0	15.0	3.0	23.0	3.0
ENSBTAG00000025812	ENSBTAG00000025812	0.1		0.3	0.2	0.6	0.2	
ENSBTAG00000025814	TMEM202	2.0	0.3	4.0	2.0	0.7	0.1	0.1
ENSBTAG00000025817	BORCS8	22.0	11.0	12.0	27.0	9.0	26.0	9.0
ENSBTAG00000025822	CALML4	20.0	3.0	8.0	103.0	52.0	21.0	218.0
ENSBTAG00000025826	SLC24A1	0.3		0.5	0.3		0.5	0.1
ENSBTAG00000025830	R3HCC1	12.0	11.0	11.0	18.0	5.0	22.0	13.0
ENSBTAG00000025837	RFX4	0.1		33.0	0.1		0.1	
ENSBTAG00000025848	RBM3	172.0	13.0	29.0	75.0	68.0	122.0	43.0
ENSBTAG00000025853	HOMER1	11.0	47.0	19.0	8.0	4.0	11.0	3.0
ENSBTAG00000025856	JMY	4.0	2.0	7.0	2.0	0.6	2.0	2.0
ENSBTAG00000025859	ZCCHC7	12.0	2.0	7.0	5.0	7.0	9.0	9.0
ENSBTAG00000025868	TLN1	271.0	49.0	29.0	78.0	18.0	533.0	44.0
ENSBTAG00000025882	ENSBTAG00000025882					0.2		
ENSBTAG00000025893	CDH12			5.0				0.3
ENSBTAG00000025898	TBC1D8	21.0	4.0	6.0	14.0	7.0	73.0	38.0
ENSBTAG00000025903	GLDC	2.0		8.0	3.0	114.0	2.0	0.2
ENSBTAG00000025920	ENSBTAG00000025920						0.2	
ENSBTAG00000025928	ENSBTAG00000025928				0.2			
ENSBTAG00000025929	ENSBTAG00000025929	42.0	3.0	6.0	21.0	19.0	36.0	22.0
ENSBTAG00000025931	NEU3	9.0	10.0	6.0	2.0	0.7	10.0	5.0
ENSBTAG00000025942	HPGD	28.0	3.0	10.0	168.0	39.0	85.0	125.0
ENSBTAG00000025951	ENSBTAG00000025951	0.3		0.5				0.2
ENSBTAG00000025952	ENSBTAG00000025952	0.2		0.7			41.0	2.0
ENSBTAG00000025953	ENSBTAG00000025953					0.1		
ENSBTAG00000025964	MAST4	10.0	13.0	8.0	3.0	2.0	9.0	2.0
ENSBTAG00000025968	ENSBTAG00000025968	0.7	0.1	0.3	0.1	0.2	0.2	0.6
ENSBTAG00000026003	GUCY2F					0.4		
ENSBTAG00000026004	CNTNAP4	0.2	0.1	30.0	0.3			0.5
ENSBTAG00000026008	METTL5	24.0	10.0	20.0	14.0	23.0	16.0	15.0
ENSBTAG00000026011	ENSBTAG00000026011				0.3			
ENSBTAG00000026025	ENSBTAG00000026025	0.1		0.1			0.1	
ENSBTAG00000026032	ZYG11A			0.1	0.1	0.1	0.1	
ENSBTAG00000026034	ENSBTAG00000026034		0.3			0.4		
ENSBTAG00000026063	ENSBTAG00000026063	0.2			0.3	1.0		
ENSBTAG00000026067	SH2D1A	11.0	0.3	0.1	1.0	3.0	13.0	3.0
ENSBTAG00000026068	ENSBTAG00000026068	0.7					0.5	0.4
ENSBTAG00000026070	ENSBTAG00000026070	1.0	0.4	0.8	0.3	0.1	2.0	9.0
ENSBTAG00000026080	ENSBTAG00000026080	3.0	0.3	7.0	1.0	0.4	6.0	4.0
ENSBTAG00000026088	LYZ2	2.0	0.4		0.9	0.1	2.0	1522.0
ENSBTAG00000026097	LIMD1	10.0	8.0	2.0	5.0	1.0	37.0	5.0
ENSBTAG00000026111	LBH	28.0	2.0	20.0	9.0	4.0	54.0	13.0
ENSBTAG00000026114	UBE2F	35.0	19.0	67.0	25.0	29.0	62.0	13.0
ENSBTAG00000026119	ENSBTAG00000026119	12.0	1.0		2.0	0.2	17.0	17.0
ENSBTAG00000026122	ZNF804A	0.2		6.0	0.1		0.1	
ENSBTAG00000026123	ENSBTAG00000026123	0.1		0.3	0.1			
ENSBTAG00000026133	ENSBTAG00000026133	0.1					0.5	
ENSBTAG00000026139	ARMCX1	21.0	1.0	20.0	13.0	4.0	22.0	3.0
ENSBTAG00000026141	ENSBTAG00000026141	2.0	0.5	3.0	2.0		7.0	1.0
ENSBTAG00000026148	ENSBTAG00000026148	0.5					0.9	
ENSBTAG00000026156	VGLL3	6.0	0.6	0.3	0.9	0.1	2.0	0.1
ENSBTAG00000026163	ENSBTAG00000026163	0.3			1.0	0.1		101.0
ENSBTAG00000026172	FAM84B	9.0	0.5	81.0	12.0	12.0	36.0	20.0
ENSBTAG00000026180	ENSBTAG00000026180	0.8					0.3	
ENSBTAG00000026181	UGT1A6			0.1	158.0	337.0	40.0	198.0
ENSBTAG00000026185	ENSBTAG00000026185			0.8			0.9	
ENSBTAG00000026191	GET4	16.0	33.0	6.0	39.0	22.0	52.0	12.0
ENSBTAG00000026192	C25H7ORF50	8.0	2.0	3.0	33.0	7.0	36.0	4.0
ENSBTAG00000026194	AMZ1	0.2		0.3	0.2		0.1	0.2
ENSBTAG00000026199	ACTB	2316.0	258.0	806.0	1713.0	692.0	5464.0	2419.0
ENSBTAG00000026231	ENSBTAG00000026231	0.7		0.6				
ENSBTAG00000026232	TP53INP1	47.0	5.0	17.0	4.0	25.0	38.0	22.0
ENSBTAG00000026233	ENSBTAG00000026233	6.0	1.0	8.0	1.0	0.8	1.0	3.0
ENSBTAG00000026234	STK3	27.0	6.0	11.0	20.0	10.0	41.0	7.0
ENSBTAG00000026236	AZGP1	7.0	0.2	0.3	7.0	143.0	5.0	18.0
ENSBTAG00000026242	BAALC	1.0	0.2	94.0	0.7	0.2	3.0	0.3
ENSBTAG00000026243	ENSBTAG00000026243	10.0	6.0	4.0	32.0	10.0	26.0	6.0
ENSBTAG00000026246	MOSPD3	23.0	4.0	13.0	38.0	33.0	33.0	13.0
ENSBTAG00000026247	ENSBTAG00000026247	0.5	0.2	0.1			0.2	0.6
ENSBTAG00000026248	POP7	24.0	15.0	6.0	29.0	13.0	33.0	20.0
ENSBTAG00000026249	ENSBTAG00000026249	6.0	3.0	7.0	3.0	1.0	3.0	0.5
ENSBTAG00000026250	PDHA2				0.1			
ENSBTAG00000026254	MED30	21.0	13.0	11.0	17.0	25.0	28.0	6.0
ENSBTAG00000026259	ENSBTAG00000026259			0.4				
ENSBTAG00000026260	KCNE2	0.1			0.1			0.1
ENSBTAG00000026263	ZNF45	11.0	2.0	10.0	6.0	4.0	8.0	3.0
ENSBTAG00000026266	MYL12B	57.0	7.0	95.0	106.0	50.0	69.0	103.0
ENSBTAG00000026275	CCL24	23.0	0.9	0.1	0.3	5.0	2.0	3.0
ENSBTAG00000026278	CLDN4	0.4	0.1	0.1	94.0	8.0	49.0	36.0
ENSBTAG00000026283	ASPH	167.0	32.0	34.0	13.0	19.0	23.0	41.0
ENSBTAG00000026286	GTF2IRD2	15.0	3.0	9.0	15.0	8.0	18.0	11.0
ENSBTAG00000026290	PIK3C3	29.0	10.0	30.0	13.0	10.0	24.0	13.0
ENSBTAG00000026306	ENSBTAG00000026306			0.3		3.0		
ENSBTAG00000026307	ZNF629	4.0	5.0	3.0	4.0	0.7	7.0	2.0
ENSBTAG00000026309	ZHX2	12.0	19.0	7.0	14.0	2.0	35.0	2.0
ENSBTAG00000026319	ASPHD1			10.0				
ENSBTAG00000026320	VPS28	107.0	45.0	50.0	145.0	59.0	148.0	83.0
ENSBTAG00000026323	LYSB	0.1						951.0
ENSBTAG00000026325	ZG16	0.3		0.3	0.2	0.1		2.0
ENSBTAG00000026326	SPN	26.0	0.6	0.9	2.0	1.0	34.0	6.0
ENSBTAG00000026327	RPL8	604.0	316.0	104.0	830.0	251.0	1131.0	1795.0
ENSBTAG00000026340	ENSBTAG00000026340	0.4			0.1	0.1	0.2	0.1
ENSBTAG00000026344	MAFA		36.0	0.1			0.2	0.1
ENSBTAG00000026350	SPATC1	0.3		0.4	3.0		0.6	0.1
ENSBTAG00000026356	DGAT1	38.0	4.0	10.0	38.0	20.0	53.0	28.0
ENSBTAG00000026365	ENSBTAG00000026365		0.1					
ENSBTAG00000026369	ENC1	12.0	1.0	51.0	4.0	14.0	17.0	9.0
ENSBTAG00000026371	SNX29	4.0	1.0	22.0	5.0	0.5	9.0	2.0
ENSBTAG00000026375	RMI2	5.0	2.0	4.0	14.0	1.0	5.0	8.0
ENSBTAG00000026376	SNN	22.0	2.0	17.0	20.0	2.0	55.0	5.0
ENSBTAG00000026381	TMEM114	1.0		1.0				
ENSBTAG00000026383	ENSBTAG00000026383		0.1					0.4
ENSBTAG00000026384	ZAR1L	4.0	0.1	2.0	0.9	2.0	0.6	0.4
ENSBTAG00000026385	ENSBTAG00000026385			0.1		0.5		
ENSBTAG00000026394	UBALD1	10.0	51.0	5.0	32.0	8.0	52.0	7.0
