# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3727
# Selected columns: 4 (all)
# Timestamp: Fri, 24-Aug-2018 23:13:02
Gene ID	Gene Name	brain	heart	kidney	skeletal muscle tissue
ENSACAG00000016357	ENSACAG00000016357	8.0	0.9	1.0	2.0
ENSACAG00000016359	ENSACAG00000016359	107.0	60.0	25.0	31.0
ENSACAG00000016360	ENSACAG00000016360	34.0	75.0	21.0	13.0
ENSACAG00000016361	ENSACAG00000016361	2.0	0.4	0.7	1.0
ENSACAG00000016362	RD3	1.0	0.1		0.1
ENSACAG00000016363	SLC30A5	34.0	18.0	20.0	9.0
ENSACAG00000016364	ENSACAG00000016364	8.0	6.0	8.0	3.0
ENSACAG00000016368	ENSACAG00000016368	38.0	0.3	0.1	0.2
ENSACAG00000016370	ENSACAG00000016370	0.3	0.1	0.1	
ENSACAG00000016371	TRAF5	3.0	2.0	0.8	2.0
ENSACAG00000016374	PAH	3.0	0.2	428.0	0.6
ENSACAG00000016375	ENSACAG00000016375	10.0	2.0	8.0	1.0
ENSACAG00000016376	ENSACAG00000016376	0.1		0.1	
ENSACAG00000016377	ENSACAG00000016377	2.0	0.5	0.8	0.1
ENSACAG00000016379	RUFY1	22.0	18.0	14.0	10.0
ENSACAG00000016380	ENSACAG00000016380	2.0	277.0		1608.0
ENSACAG00000016381	DPF3	8.0	2.0	3.0	1.0
ENSACAG00000016382	TXN2	13.0	19.0	22.0	13.0
ENSACAG00000016383	ENSACAG00000016383	0.4		0.1	
ENSACAG00000016384	ENSACAG00000016384	9.0	0.7	3.0	0.3
ENSACAG00000016386	ENSACAG00000016386	18.0	1.0		
ENSACAG00000016387	MYH9	24.0	12.0	31.0	5.0
ENSACAG00000016388	PDZRN4	4.0	0.1		
ENSACAG00000016390	ENSACAG00000016390	115.0	27.0	18.0	8.0
ENSACAG00000016391	ACBD7	85.0	0.4	4.0	
ENSACAG00000016392	VSIR	11.0	8.0	5.0	6.0
ENSACAG00000016393	ENSACAG00000016393	12.0	7.0	5.0	4.0
ENSACAG00000016394	ENSACAG00000016394	94.0	42.0	24.0	53.0
ENSACAG00000016396	FARP1	25.0	7.0	10.0	1.0
ENSACAG00000016397	NMT2	15.0	3.0	7.0	1.0
ENSACAG00000016398	ENSACAG00000016398	1.0	0.6	6.0	0.1
ENSACAG00000016399	ENSACAG00000016399	11.0		0.3	0.1
ENSACAG00000016400	ENSACAG00000016400	1.0	3.0	0.6	1.0
ENSACAG00000016401	ENSACAG00000016401	15.0	7.0	15.0	6.0
ENSACAG00000016403	CSPP1	7.0	3.0	7.0	2.0
ENSACAG00000016404	ENSACAG00000016404	131.0	86.0	90.0	39.0
ENSACAG00000016405	GHSR	0.8			6.0
ENSACAG00000016406	RCOR3	24.0	6.0	5.0	6.0
ENSACAG00000016407	ENSACAG00000016407	6.0			0.1
ENSACAG00000016411	TNFSF10	2.0	6.0	23.0	4.0
ENSACAG00000016414	ENSACAG00000016414	1029.0	214.0	140.0	127.0
ENSACAG00000016415	ENSACAG00000016415	12.0	10.0	6.0	5.0
ENSACAG00000016416	ENSACAG00000016416	43.0	18.0	11.0	13.0
ENSACAG00000016418	RGS6	21.0	37.0	0.9	1.0
ENSACAG00000016419	CCNB1	0.9	1.0	0.2	0.3
ENSACAG00000016420	NCEH1	64.0	68.0	10.0	11.0
ENSACAG00000016422	ENSACAG00000016422	94.0	37.0	13.0	25.0
ENSACAG00000016423	ABCD4	5.0	3.0	5.0	3.0
ENSACAG00000016424	ENSACAG00000016424	8.0	5.0	4.0	2.0
ENSACAG00000016425	COPS5	20.0	13.0	13.0	21.0
ENSACAG00000016426	GXYLT1	4.0	0.6	2.0	0.8
ENSACAG00000016427	ENSACAG00000016427	227.0	26.0	40.0	8.0
ENSACAG00000016428	ENSACAG00000016428	3.0	6.0	0.7	3.0
ENSACAG00000016429	ECT2	0.5	0.1	0.1	0.1
ENSACAG00000016430	ENSACAG00000016430	43.0	3.0	2.0	2.0
ENSACAG00000016431	ENSACAG00000016431	4.0	0.8	0.6	0.5
ENSACAG00000016433	MAP3K14	6.0	0.8	2.0	3.0
ENSACAG00000016434	ZC3H13	63.0	14.0	13.0	11.0
ENSACAG00000016435	ENSACAG00000016435		0.1	0.1	86.0
ENSACAG00000016436	ENSACAG00000016436	48.0	15.0	38.0	14.0
ENSACAG00000016439	FNIP2	3.0	3.0	1.0	0.4
ENSACAG00000016440	CENPH	3.0	2.0	2.0	0.5
ENSACAG00000016441	ENSACAG00000016441	8.0	0.8	3.0	0.8
ENSACAG00000016442	GRM3	32.0			
ENSACAG00000016443	PPP1R42	6.0	4.0	3.0	2.0
ENSACAG00000016446	ENSACAG00000016446	5.0	3.0	1.0	2.0
ENSACAG00000016447	ENSACAG00000016447	95.0	347.0	429.0	194.0
ENSACAG00000016448	ENSACAG00000016448	28.0		0.2	0.1
ENSACAG00000016449	ENSACAG00000016449	45.0	11.0	6.0	5.0
ENSACAG00000016451	ENSACAG00000016451	21.0	5.0	7.0	3.0
ENSACAG00000016452	CDK7	9.0	6.0	9.0	4.0
ENSACAG00000016454	STK24	26.0	2.0	3.0	3.0
ENSACAG00000016456	ENSACAG00000016456	19.0	10.0	4.0	3.0
ENSACAG00000016457	FAM171A1	15.0	7.0	3.0	0.6
ENSACAG00000016458	ENSACAG00000016458	15.0	4.0	4.0	2.0
ENSACAG00000016460	ENSACAG00000016460			0.1	
ENSACAG00000016461	TCF24	2.0		0.7	
ENSACAG00000016462	ENSACAG00000016462	5.0	3.0	2.0	0.6
ENSACAG00000016464	VRTN	2.0	1.0	1.0	0.5
ENSACAG00000016465	TIMELESS	8.0	4.0	1.0	2.0
ENSACAG00000016466	SYNDIG1L	10.0		0.1	
ENSACAG00000016467	ENSACAG00000016467	4.0	5.0	3.0	2.0
ENSACAG00000016469	AOX1	4.0	6.0	3.0	3.0
ENSACAG00000016470	ENSACAG00000016470	209.0	579.0	427.0	145.0
ENSACAG00000016472	ADAMTS2	4.0	3.0	0.8	0.2
ENSACAG00000016473	ENSACAG00000016473	55.0	42.0	14.0	12.0
ENSACAG00000016474	ENSACAG00000016474	42.0	9.0	11.0	9.0
ENSACAG00000016475	ENSACAG00000016475	0.3			0.1
ENSACAG00000016476	PPID	123.0	21.0	12.0	26.0
ENSACAG00000016477	ENSACAG00000016477	69.0	14.0	11.0	8.0
ENSACAG00000016478	KIAA1324L	4.0	0.2	0.1	0.2
ENSACAG00000016479	ENSACAG00000016479	312.0	2.0	3.0	2.0
ENSACAG00000016480	MFSD14B	29.0	10.0	11.0	2.0
ENSACAG00000016481	DNAJC18	48.0	11.0	2.0	7.0
ENSACAG00000016482	ISCA2	30.0	22.0	21.0	17.0
ENSACAG00000016483	ENSACAG00000016483	0.5	0.1		
ENSACAG00000016485	BAK1	2.0	2.0	1.0	1.0
ENSACAG00000016486	ENSACAG00000016486	9.0	15.0	0.9	0.2
ENSACAG00000016487	ENSACAG00000016487	7.0	3.0	7.0	3.0
ENSACAG00000016488	ENSACAG00000016488	12.0	15.0	14.0	6.0
ENSACAG00000016489	ENSACAG00000016489	11.0	0.2	0.2	0.1
ENSACAG00000016491	ITGA8	5.0	5.0	5.0	0.2
ENSACAG00000016492	ENSACAG00000016492	29.0	13.0	4.0	13.0
ENSACAG00000016493	SERINC5	7.0	3.0	6.0	1.0
ENSACAG00000016494	LTBP2	0.7	6.0	0.4	0.3
ENSACAG00000016498	ENSACAG00000016498	0.2			
ENSACAG00000016499	ENSACAG00000016499	54.0	40.0	47.0	21.0
ENSACAG00000016500	SIPA1L1	15.0	3.0	3.0	2.0
ENSACAG00000016501	ENSACAG00000016501	66.0	41.0	26.0	32.0
ENSACAG00000016502	ETFDH	21.0	69.0	53.0	42.0
ENSACAG00000016503	ENSACAG00000016503	3.0	8.0	8.0	2.0
ENSACAG00000016506	APOBEC2	0.5	87.0	0.6	140.0
ENSACAG00000016508	PSMD11	64.0	27.0	26.0	35.0
ENSACAG00000016511	ESD	17.0	41.0	73.0	25.0
ENSACAG00000016513	ENSACAG00000016513	75.0	20.0	13.0	8.0
ENSACAG00000016514	ENSACAG00000016514	36.0	27.0	20.0	11.0
ENSACAG00000016515	IGF1	0.5	0.4	12.0	0.6
ENSACAG00000016516	ENSACAG00000016516	3.0	12.0	6.0	12.0
ENSACAG00000016517	ENSACAG00000016517	17.0	17.0	35.0	15.0
ENSACAG00000016518	SLC15A1			0.4	
ENSACAG00000016519	ENSACAG00000016519	13.0	9.0	13.0	22.0
ENSACAG00000016520	ENSACAG00000016520	18.0	40.0	22.0	9.0
ENSACAG00000016522	ENSACAG00000016522	64.0	0.1		64.0
ENSACAG00000016524	SPATA16		0.1		
ENSACAG00000016525	MIP		0.1	0.2	
ENSACAG00000016526	ENSACAG00000016526	61.0	0.7	1.0	16.0
ENSACAG00000016527	NFYA	11.0	4.0	3.0	3.0
ENSACAG00000016528	ENSACAG00000016528	682.0	5.0	5.0	0.5
ENSACAG00000016530	ENSACAG00000016530	38.0	9.0	8.0	4.0
ENSACAG00000016532	PMCH	0.3	0.2	0.2	
ENSACAG00000016533	NHLRC3	10.0	5.0	12.0	6.0
ENSACAG00000016534	NXNL2		0.1		
ENSACAG00000016535	RBFOX2	46.0	6.0	3.0	6.0
ENSACAG00000016536	S1PR3	1.0	1.0	0.4	0.3
ENSACAG00000016538	ENSACAG00000016538	17.0	2.0	2.0	3.0
ENSACAG00000016540	ZMYND8	19.0	5.0	4.0	1.0
ENSACAG00000016542	ENSACAG00000016542	106.0	0.1	0.3	5.0
ENSACAG00000016543	LHFPL6	94.0	147.0	11.0	7.0
ENSACAG00000016545	THBS4	0.6	0.1		1.0
ENSACAG00000016546	NLGN1	9.0	0.1	0.7	0.2
ENSACAG00000016548	CNOT6	11.0	4.0	4.0	3.0
ENSACAG00000016550	ENSACAG00000016550			0.6	
ENSACAG00000016551	NUP37	7.0	6.0	8.0	3.0
ENSACAG00000016552	RXFP1	0.6	0.1		0.1
ENSACAG00000016554	ENSACAG00000016554	29.0	3.0	0.6	0.3
ENSACAG00000016557	PGLYRP2			0.4	0.1
ENSACAG00000016560	COG6	20.0	11.0	4.0	3.0
ENSACAG00000016561	ENSACAG00000016561	14.0	12.0	5.0	0.7
ENSACAG00000016562	SPRYD4	4.0	2.0	3.0	2.0
ENSACAG00000016563	GLS2	4.0	3.0	3.0	1.0
ENSACAG00000016565	ENSACAG00000016565	0.1	1.0	0.5	0.1
ENSACAG00000016566	ENSACAG00000016566	600.0	2210.0	1986.0	678.0
ENSACAG00000016567	RASAL3	2.0	0.3	0.7	0.3
ENSACAG00000016569	ENSACAG00000016569	5.0	25.0	15.0	16.0
ENSACAG00000016570	ETV7	1.0	2.0	2.0	7.0
ENSACAG00000016571	ENSACAG00000016571	3.0	3.0	5.0	2.0
ENSACAG00000016572	WASHC3	27.0	18.0	20.0	8.0
ENSACAG00000016573	VCPIP1	9.0	1.0	0.8	2.0
ENSACAG00000016574	ENSACAG00000016574	3.0	2.0	0.7	0.3
ENSACAG00000016575	ENSACAG00000016575	47.0	9.0	8.0	0.6
ENSACAG00000016576	ENSACAG00000016576	43.0	0.1	0.2	0.3
ENSACAG00000016577	MYBL1	0.3	0.2	0.1	0.2
ENSACAG00000016578	DRAM1	0.5	3.0	8.0	0.9
ENSACAG00000016579	ENSACAG00000016579	38.0	13.0	20.0	31.0
ENSACAG00000016580	ENSACAG00000016580	55.0	31.0	17.0	36.0
ENSACAG00000016581	CKS2	12.0	3.0	8.0	3.0
ENSACAG00000016583	KCTD20	15.0	3.0	1.0	4.0
ENSACAG00000016584	NSF	860.0	12.0	10.0	4.0
ENSACAG00000016585	ENSACAG00000016585	65.0	72.0	80.0	40.0
ENSACAG00000016586	ENSACAG00000016586		0.3	0.4	10.0
ENSACAG00000016587	GFPT2	13.0	3.0	1.0	1.0
ENSACAG00000016589	LDLR	20.0	5.0	6.0	0.5
ENSACAG00000016591	ENSACAG00000016591	20.0	8.0	3.0	5.0
ENSACAG00000016592	GNPTAB	25.0	4.0	6.0	4.0
ENSACAG00000016594	SECISBP2	9.0	16.0	8.0	8.0
ENSACAG00000016595	MB		2103.0		0.1
ENSACAG00000016596	ENSACAG00000016596	4.0	5.0	7.0	2.0
ENSACAG00000016597	ENSACAG00000016597	4.0			
ENSACAG00000016598	ENSACAG00000016598	35.0	17.0	12.0	11.0
ENSACAG00000016599	ENSACAG00000016599	19.0	4.0	25.0	4.0
ENSACAG00000016601	ENSACAG00000016601	40.0	12.0	12.0	6.0
ENSACAG00000016602	ENSACAG00000016602	51.0	2.0	2.0	0.7
ENSACAG00000016603	RASD2	5.0	0.9	0.8	0.2
ENSACAG00000016604	TMEM144			0.5	
ENSACAG00000016605	ENSACAG00000016605	8.0	6.0	7.0	3.0
ENSACAG00000016606	STK38	8.0	5.0	4.0	3.0
ENSACAG00000016607	ENSACAG00000016607	12.0	0.6	2.0	0.1
ENSACAG00000016608	DOCK9	13.0	6.0	2.0	1.0
ENSACAG00000016609	MCM5	0.8	1.0	0.8	0.2
ENSACAG00000016610	AREL1	23.0	8.0	6.0	2.0
ENSACAG00000016611	ENSACAG00000016611	15.0	6.0	1.0	35.0
ENSACAG00000016612	FAM198B	0.2	25.0	3.0	2.0
ENSACAG00000016614	ENSACAG00000016614	17.0	5.0	8.0	2.0
ENSACAG00000016615	ENSACAG00000016615	63.0	5.0	6.0	2.0
ENSACAG00000016618	ENSACAG00000016618	8.0	3.0	4.0	0.9
ENSACAG00000016619	SEMA4D	19.0	3.0	3.0	5.0
ENSACAG00000016620	ENSACAG00000016620	3.0	2.0	1.0	0.5
ENSACAG00000016621	ENSACAG00000016621	8.0	7.0	3.0	6.0
ENSACAG00000016622	GRIA2	61.0			
ENSACAG00000016623	RBMS2	15.0	6.0	7.0	4.0
ENSACAG00000016624	ENSACAG00000016624	10.0	15.0	2.0	2.0
ENSACAG00000016625	MINDY3	13.0	8.0	6.0	0.9
ENSACAG00000016626	ENSACAG00000016626	0.7	18.0	3.0	3.0
ENSACAG00000016627	ENSACAG00000016627	26.0	8.0	6.0	3.0
ENSACAG00000016628	FOXO1	10.0	2.0	1.0	1.0
ENSACAG00000016630	ADHFE1	2.0	44.0	15.0	18.0
ENSACAG00000016631	EYA2	9.0	1.0	0.3	6.0
ENSACAG00000016632	ENSACAG00000016632	1.0		0.4	0.1
ENSACAG00000016633	ENSACAG00000016633	5.0	10.0	5.0	4.0
ENSACAG00000016634	ENSACAG00000016634	69.0	43.0	15.0	48.0
ENSACAG00000016635	ENSACAG00000016635	8.0	1.0	2.0	0.7
ENSACAG00000016636	MTX3	9.0	3.0	3.0	1.0
ENSACAG00000016637	SRSF3	237.0	138.0	179.0	49.0
ENSACAG00000016638	ENSACAG00000016638	6.0	4.0	2.0	1.0
ENSACAG00000016639	MRPS31	19.0	30.0	27.0	20.0
ENSACAG00000016640	CHPT1	30.0	22.0	18.0	6.0
ENSACAG00000016641	ENSACAG00000016641	1.0	8.0		202.0
ENSACAG00000016642	WNT3	4.0	0.4		0.1
ENSACAG00000016643	ENSACAG00000016643	67.0	9.0	5.0	9.0
ENSACAG00000016644	ENSACAG00000016644	34.0	18.0	9.0	18.0
ENSACAG00000016645	ENSACAG00000016645	48.0	383.0	11.0	491.0
ENSACAG00000016646	ENSACAG00000016646	0.4	0.7	0.4	0.1
ENSACAG00000016647	ENSACAG00000016647			0.3	
ENSACAG00000016648	ENSACAG00000016648	17.0	22.0	149.0	6.0
ENSACAG00000016649	ENSACAG00000016649	18.0			
ENSACAG00000016650	ENSACAG00000016650	31.0	9.0	25.0	2.0
ENSACAG00000016651	FCF1	2.0	8.0	4.0	2.0
ENSACAG00000016653	CDKN1A	37.0	22.0	10.0	21.0
ENSACAG00000016655	DOCK6	15.0	4.0	5.0	1.0
ENSACAG00000016656	ENSACAG00000016656	0.3		0.3	
ENSACAG00000016657	MYBPC1	0.3	0.8		288.0
ENSACAG00000016658	ENSACAG00000016658	0.7		0.5	0.1
ENSACAG00000016659	HMOX1	4.0	6.0	25.0	2.0
ENSACAG00000016660	ENSACAG00000016660	37.0	8.0	17.0	1.0
ENSACAG00000016661	PTER	1.0	1.0	19.0	1.0
ENSACAG00000016662	PGS1	21.0	6.0	5.0	3.0
ENSACAG00000016664	ENSACAG00000016664	52.0	44.0	114.0	25.0
ENSACAG00000016665	ENSACAG00000016665	0.5	0.7	1.0	0.4
ENSACAG00000016668	ENSACAG00000016668	7.0	2.0	2.0	2.0
ENSACAG00000016669	ENSACAG00000016669	51.0	2.0	16.0	4.0
ENSACAG00000016672	ENSACAG00000016672	2.0	0.4	0.4	0.4
ENSACAG00000016674	CRH	28.0	0.1		
ENSACAG00000016675	ENSACAG00000016675	0.6		0.4	0.5
ENSACAG00000016677	MAPK9	13.0	3.0	0.8	2.0
ENSACAG00000016678	ENSACAG00000016678	1.0	0.5	34.0	0.2
ENSACAG00000016679	ENSACAG00000016679	20.0	9.0	6.0	5.0
ENSACAG00000016680	C1QL3	45.0	0.6	3.0	
ENSACAG00000016681	TRIM55		29.0		11.0
ENSACAG00000016682	ENSACAG00000016682	13.0	4.0	3.0	1.0
ENSACAG00000016683	PAPD4	18.0	9.0	6.0	4.0
ENSACAG00000016684	C6orf89	2.0	0.4	2.0	0.4
ENSACAG00000016685	YLPM1	28.0	10.0	7.0	5.0
ENSACAG00000016686	SLC2A10	2.0	18.0	5.0	0.5
ENSACAG00000016687	ENSACAG00000016687	11.0	15.0	4.0	11.0
ENSACAG00000016688	ENSACAG00000016688	33.0	11.0	21.0	27.0
ENSACAG00000016689	RSU1	12.0	42.0	8.0	13.0
ENSACAG00000016692	ENSACAG00000016692	22.0	12.0	6.0	12.0
ENSACAG00000016694	ENSACAG00000016694	0.3	2.0	46.0	1.0
ENSACAG00000016695	ENSACAG00000016695	0.9			0.1
ENSACAG00000016696	ENSACAG00000016696	23.0	71.0	34.0	26.0
ENSACAG00000016697	ENSACAG00000016697	752.0	55.0	250.0	104.0
ENSACAG00000016698	TP53RK	16.0	31.0	17.0	23.0
ENSACAG00000016700	BAZ2A	10.0	3.0	5.0	1.0
ENSACAG00000016701	SOCS3	3.0	6.0	4.0	16.0
ENSACAG00000016702	DNAJC5B	0.3	2.0	0.2	
ENSACAG00000016703	ENSACAG00000016703	69.0	14.0	15.0	26.0
ENSACAG00000016704	ENSACAG00000016704	1.0	1.0	0.8	0.5
ENSACAG00000016705	ENSACAG00000016705	9.0	5.0	21.0	4.0
ENSACAG00000016707	ENSACAG00000016707	10.0	4.0	4.0	3.0
ENSACAG00000016709	ENSACAG00000016709	16.0	14.0	8.0	8.0
ENSACAG00000016710	ENSACAG00000016710	2.0	57.0	8.0	177.0
ENSACAG00000016711	SLC13A3	22.0	0.1	363.0	0.2
ENSACAG00000016713	BIRC5	0.3	0.6	0.1	
ENSACAG00000016714	PROX2	0.3			
ENSACAG00000016715	ENSACAG00000016715	0.1		0.1	0.1
ENSACAG00000016716	AFMID		5.0	3.0	8.0
ENSACAG00000016717	ENSACAG00000016717	16.0	83.0	67.0	53.0
ENSACAG00000016718	DLST	89.0	156.0	82.0	111.0
ENSACAG00000016719	ENSACAG00000016719	0.1		10.0	0.1
ENSACAG00000016720	PDE7A	11.0	1.0	1.0	0.4
ENSACAG00000016722	ENSACAG00000016722	13.0	27.0	17.0	11.0
ENSACAG00000016724	ENSACAG00000016724	7.0	1.0	2.0	2.0
ENSACAG00000016725	OCSTAMP			0.1	
ENSACAG00000016726	ENSACAG00000016726	93.0	58.0	25.0	28.0
ENSACAG00000016727	ENSACAG00000016727	0.9	5.0	4.0	7.0
ENSACAG00000016728	ENSACAG00000016728	15.0	7.0	5.0	4.0
ENSACAG00000016729	KLHL34	0.2	7.0	0.1	29.0
ENSACAG00000016730	TK1	3.0	4.0	0.4	0.3
ENSACAG00000016732	SMPX		269.0		68.0
ENSACAG00000016733	JPH2	1.0	21.0	0.7	44.0
ENSACAG00000016734	RASGEF1C	2.0	0.1		0.1
ENSACAG00000016735	MBTPS2	5.0	2.0	2.0	0.6
ENSACAG00000016736	HOMER1	7.0	0.5	0.2	10.0
ENSACAG00000016737	ENSACAG00000016737	55.0	12.0	22.0	9.0
ENSACAG00000016739	ENSACAG00000016739	0.1			
ENSACAG00000016740	ENSACAG00000016740	29.0	10.0	8.0	13.0
ENSACAG00000016741	RPRML	0.8			
ENSACAG00000016742	ENSACAG00000016742	9.0	2.0	9.0	0.5
ENSACAG00000016744	OSER1	7.0	5.0	5.0	5.0
ENSACAG00000016745	ENSACAG00000016745	0.7	0.1	2.0	0.1
ENSACAG00000016746	SYNGR2	87.0	125.0	48.0	137.0
ENSACAG00000016747	ENSACAG00000016747	1.0	0.2		
ENSACAG00000016748	HMGXB4	5.0	2.0	3.0	1.0
ENSACAG00000016749	ENSACAG00000016749	21.0	7.0	5.0	11.0
ENSACAG00000016750	TMC8	2.0	7.0	2.0	0.5
ENSACAG00000016751	THSD1	10.0	9.0	2.0	2.0
ENSACAG00000016752	ATP5B	675.0	1864.0	411.0	638.0
ENSACAG00000016753	JMY	3.0	0.7	0.4	0.3
ENSACAG00000016756	CLK4	31.0	29.0	20.0	9.0
ENSACAG00000016757	ENSACAG00000016757	3.0	0.4		
ENSACAG00000016759	ENSACAG00000016759	0.1	0.3	0.6	0.5
ENSACAG00000016760	ENSACAG00000016760	6.0	8.0	4.0	4.0
ENSACAG00000016761	ENSACAG00000016761	14.0	23.0	12.0	16.0
ENSACAG00000016762	VPS36	26.0	23.0	19.0	10.0
ENSACAG00000016763	ENSACAG00000016763	10.0	3.0	4.0	1.0
ENSACAG00000016764	ENSACAG00000016764	9.0	22.0	3.0	2.0
ENSACAG00000016765	ENSACAG00000016765	1.0			
ENSACAG00000016766	ENSACAG00000016766	1.0	0.4	0.6	0.1
ENSACAG00000016767	ENSACAG00000016767	62.0	10.0	6.0	3.0
ENSACAG00000016768	ENSACAG00000016768	51.0	11.0	4495.0	257.0
ENSACAG00000016769	RPS6KL1	32.0	5.0	3.0	7.0
ENSACAG00000016770	MTFR1	15.0	12.0	11.0	5.0
ENSACAG00000016771	ENSACAG00000016771	0.1	159.0	0.1	0.1
ENSACAG00000016772	ENSACAG00000016772	34.0	1.0	4.0	2.0
ENSACAG00000016773	ATG101	45.0	18.0	13.0	7.0
ENSACAG00000016774	ENSACAG00000016774	1.0	0.9	0.9	0.2
ENSACAG00000016775	NR4A1	13.0	82.0	12.0	26.0
ENSACAG00000016776	UBAC2	9.0	7.0	4.0	12.0
ENSACAG00000016777	ENSACAG00000016777			0.4	
ENSACAG00000016778	FITM2	16.0	4.0	2.0	2.0
ENSACAG00000016779	ENSACAG00000016779	40.0	51.0	41.0	27.0
ENSACAG00000016780	ENSACAG00000016780	2.0	0.8	0.1	406.0
ENSACAG00000016782	R3HDML	0.1	0.5	1.0	
ENSACAG00000016783	ENSACAG00000016783	2.0	2.0	0.6	0.4
ENSACAG00000016784	ENSACAG00000016784	52.0	32.0	25.0	34.0
ENSACAG00000016785	ENSACAG00000016785			0.1	
ENSACAG00000016786	GLRB	151.0	2.0	2.0	0.4
ENSACAG00000016787	ENSACAG00000016787	17.0	11.0	15.0	7.0
ENSACAG00000016790	ARMC1	28.0	16.0	12.0	7.0
ENSACAG00000016791	ENSACAG00000016791	20.0	7.0	6.0	3.0
ENSACAG00000016792	TMC6	7.0	3.0	6.0	0.5
ENSACAG00000016793	ENSACAG00000016793	0.2	0.2		0.1
ENSACAG00000016794	ENSACAG00000016794	21.0	0.3	0.1	0.2
ENSACAG00000016795	PGF	14.0	6.0		1.0
ENSACAG00000016796	GPR18	0.4	0.1	0.8	0.2
ENSACAG00000016798	EIF2B2	22.0	17.0	12.0	9.0
ENSACAG00000016799	DMGDH	5.0	0.8	116.0	9.0
ENSACAG00000016800	ENSACAG00000016800	24.0	12.0	12.0	9.0
ENSACAG00000016801	ENSACAG00000016801	86.0	62.0	21.0	142.0
ENSACAG00000016802	ENSACAG00000016802	0.1	0.6	109.0	0.2
ENSACAG00000016803	HNF4A	0.1		33.0	0.1
ENSACAG00000016804	ENSACAG00000016804	15.0	13.0	7.0	0.8
ENSACAG00000016805	CYP7B1	20.0	0.7	8.0	0.5
ENSACAG00000016806	CKAP2	0.8	1.0	0.3	0.2
ENSACAG00000016807	ARL16	19.0	5.0	20.0	5.0
ENSACAG00000016808	HGS	92.0	41.0	26.0	27.0
ENSACAG00000016809	SPIC				0.1
ENSACAG00000016810	ENSACAG00000016810	140.0	8.0	16.0	1.0
ENSACAG00000016815	PARP12	3.0	3.0	1.0	3.0
ENSACAG00000016816	ENSACAG00000016816	76.0	5.0	5.0	13.0
ENSACAG00000016817	GRASP	5.0	6.0	7.0	2.0
ENSACAG00000016818	NEK3	3.0	3.0	3.0	0.5
ENSACAG00000016819	ENSACAG00000016819	22.0	2.0	0.7	1.0
ENSACAG00000016820	TMEM205	18.0	17.0	26.0	3.0
ENSACAG00000016821	NEK5	4.0	4.0	1.0	0.3
ENSACAG00000016822	ENSACAG00000016822	22.0	19.0	28.0	6.0
ENSACAG00000016823	ENSACAG00000016823	3.0	1.0	2.0	0.5
ENSACAG00000016824	ENSACAG00000016824	6.0	1.0	1.0	0.6
ENSACAG00000016825	ENSACAG00000016825	0.7	3.0	0.1	2.0
ENSACAG00000016826	ENSACAG00000016826	0.4			0.1
ENSACAG00000016827	ENSACAG00000016827	0.4	3.0	0.8	0.5
ENSACAG00000016828	PDGFC	3.0	2.0	2.0	0.2
ENSACAG00000016829	ALG11	9.0	5.0	7.0	2.0
ENSACAG00000016831	ATP7B	2.0	1.0	2.0	0.7
ENSACAG00000016832	ENSACAG00000016832	38.0	12.0	11.0	10.0
ENSACAG00000016834	BHLHE22	13.0			
ENSACAG00000016835	ENSACAG00000016835	15.0	9.0	70.0	4.0
ENSACAG00000016836	ACVR1B	25.0	5.0	5.0	8.0
ENSACAG00000016837	YTHDF3	46.0	31.0	19.0	17.0
ENSACAG00000016838	ARSB	3.0	2.0	11.0	2.0
ENSACAG00000016839	PLPPR2	8.0			
ENSACAG00000016840	C19orf67			0.1	
ENSACAG00000016841	TBXAS1	1.0	9.0	0.6	0.9
ENSACAG00000016842	MLH3	2.0	0.9	0.5	0.8
ENSACAG00000016843	ENSACAG00000016843	0.5	0.1		
ENSACAG00000016844	ACYP1	58.0	27.0	6.0	8.0
ENSACAG00000016845	COL23A1	0.6	5.0	0.1	26.0
ENSACAG00000016846	ZC2HC1C	5.0	2.0	1.0	0.5
ENSACAG00000016847	ENSACAG00000016847	102.0	15.0	10.0	7.0
ENSACAG00000016848	TTPAL	5.0	0.8	1.0	0.7
ENSACAG00000016849	PKN1	61.0	17.0	10.0	12.0
ENSACAG00000016850	NEK9	13.0	17.0	4.0	10.0
ENSACAG00000016851	ENSACAG00000016851	0.3	1.0	8.0	0.8
ENSACAG00000016852	ENSACAG00000016852	22.0	3.0	33.0	0.3
ENSACAG00000016853	OGFOD3	20.0	13.0	12.0	4.0
ENSACAG00000016855	ENSACAG00000016855	3.0	5.0	2.0	4.0
ENSACAG00000016856	ENSACAG00000016856	14.0	5.0	6.0	2.0
ENSACAG00000016857	ENSACAG00000016857	7.0	6.0	5.0	2.0
ENSACAG00000016858	ENSACAG00000016858	33.0	3.0	3.0	3.0
ENSACAG00000016861	ENSACAG00000016861	15.0	4.0	7.0	5.0
ENSACAG00000016862	ENSACAG00000016862	3.0	16.0	10.0	28.0
ENSACAG00000016864	CTSO	2.0	8.0	12.0	1.0
ENSACAG00000016865	TTPA	9.0	0.6	11.0	0.3
ENSACAG00000016868	TLK2	14.0	7.0	6.0	5.0
ENSACAG00000016869	SERINC3	380.0	126.0	73.0	22.0
