# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-62778
# Selected columns: 10 (all)
# Timestamp: Fri, 07-Dec-2018 22:18:08
Gene ID	Gene Name	aleurone	basal endosperm transfer layer	central starchy endosperm	conducting zone	plant embryo	plant embryo-surrounding region	nucellus	pericarp	placento-chalazal region	vascular region of the pedicel
Zm00001d042516	Zm00001d042516				0.3						
Zm00001d042517	Zm00001d042517		0.3	0.4	0.3	1.0					1.0
Zm00001d042518	Zm00001d042518							50.0			
Zm00001d042519	Zm00001d042519	21.0	8.0	20.0	23.0	12.0	15.0	14.0	21.0	2.0	18.0
Zm00001d042520	Zm00001d042520	11.0	4.0	13.0	17.0	11.0	14.0	14.0	8.0	2.0	8.0
Zm00001d042523	Zm00001d042523	39.0	7.0	22.0	15.0	46.0	11.0	21.0	25.0	5.0	33.0
Zm00001d042525	60S ribosomal protein L5-1 homolog a	1474.0	278.0	1547.0	1096.0	833.0	356.0	886.0	461.0	174.0	304.0
Zm00001d042526	Zm00001d042526	12.0	2.0	7.0	8.0	7.0	7.0	3.0	17.0	2.0	22.0
Zm00001d042527	Zm00001d042527	98.0		6.0		66.0	10.0	5.0	5.0		
Zm00001d042528	Zm00001d042528	75.0	8.0	44.0	53.0	194.0	7.0	8.0	4.0	0.2	12.0
Zm00001d042530	IM30 protein homolog1	14.0	7.0	17.0	17.0	12.0	8.0	20.0	17.0	22.0	16.0
Zm00001d042533	Zm00001d042533	15.0	1.0	4.0	2.0	24.0	0.1	2.0	45.0		4.0
Zm00001d042534	Zm00001d042534	5.0	0.4	4.0	1.0	0.9	0.7	6.0	33.0	0.8	38.0
Zm00001d042535	Zm00001d042535	37.0	44.0	47.0	105.0	37.0	48.0	126.0	93.0	23.0	41.0
Zm00001d042536	fructokinase1	42.0		3.0		21.0		3.0	20.0		
Zm00001d042539	Zm00001d042539							4.0			2.0
Zm00001d042540	Zm00001d042540	0.2			0.7	0.2			110.0		
Zm00001d042541	lipoxygenase1	1.0			0.6		0.2		5.0	4.0	
Zm00001d042542	Zm00001d042542									1.0	
Zm00001d042543	Zm00001d042543	9.0	0.6	3.0	1.0	3.0	3.0	14.0	21.0	11.0	8.0
Zm00001d042549	Zm00001d042549	11.0		0.3		3.0	6.0	6.0	3.0	4.0	7.0
Zm00001d042550	MADS-transcription factor 53	26.0	1.0	3.0	3.0	4.0	7.0	18.0	19.0		
Zm00001d042551	Zm00001d042551							0.9	2.0		2.0
Zm00001d042552	Zm00001d042552				0.8						1.0
Zm00001d042553	Zm00001d042553					1.0					8.0
Zm00001d042554	Zm00001d042554	1.0				24.0					
Zm00001d042555	Zm00001d042555	28.0	2.0	13.0	5.0	35.0	5.0	6.0	26.0	34.0	57.0
Zm00001d042556	Zm00001d042556					0.6				51.0	2.0
Zm00001d042558	Zm00001d042558	9.0	0.6	7.0	5.0	18.0	2.0	1.0	13.0	0.7	5.0
Zm00001d042560	indeterminate gametophyte1	3.0	1.0	5.0	5.0	9.0	3.0	10.0	155.0	13.0	9.0
Zm00001d042567	Zm00001d042567	1.0	3.0			13.0	2.0	22.0	51.0	9.0	14.0
Zm00001d042569	Zm00001d042569	141.0	78.0	184.0	145.0	122.0	118.0	55.0	55.0	42.0	88.0
Zm00001d042572	Zm00001d042572			1.0	1.0						
Zm00001d042575	Zm00001d042575	11.0	1.0	7.0	6.0	19.0	9.0	13.0	14.0	5.0	6.0
Zm00001d042578	barley mlo defense gene homolog5	17.0	0.6	3.0	1.0	1.0	1.0	7.0	7.0		5.0
Zm00001d042580	NAC-transcription factor 95								3.0		1.0
Zm00001d042582	Alfin-like-transcription factor 13	75.0	12.0	38.0	30.0	74.0	16.0	13.0	69.0	50.0	31.0
Zm00001d042583	Zm00001d042583	17.0	10.0	22.0	25.0	16.0	14.0	21.0	14.0	31.0	24.0
Zm00001d042584	diphosphocytidyl methyl erythritol synthase1	3.0	0.1		0.8	5.0			7.0	0.3	16.0
Zm00001d042585	Zm00001d042585	20.0	3.0	10.0	10.0	55.0	5.0	57.0	98.0	52.0	125.0
Zm00001d042588	AP2-EREBP-transcription factor 52	5.0	1.0	3.0	4.0	9.0	2.0	2.0			1.0
Zm00001d042589	Zm00001d042589	73.0	20.0	99.0	90.0	62.0	75.0	156.0	71.0	48.0	207.0
Zm00001d042590	Zm00001d042590	8.0	0.4	7.0	4.0	78.0	9.0	32.0	93.0	46.0	28.0
Zm00001d042591	MADS-transcription factor 41				0.3			2.0	38.0	39.0	65.0
Zm00001d042596	Zm00001d042596	27.0	10.0	28.0	32.0	15.0	14.0	20.0	12.0	5.0	6.0
Zm00001d042598	Zm00001d042598	74.0	31.0	44.0	33.0	43.0	25.0	40.0	169.0	64.0	48.0
Zm00001d042599	Zm00001d042599	95.0	26.0	157.0	121.0	70.0	43.0	156.0	142.0	46.0	73.0
Zm00001d042600	Zm00001d042600	53.0	13.0	33.0	43.0	70.0	6.0	1.0	11.0	12.0	28.0
Zm00001d042601	Zm00001d042601	16.0	0.9	7.0	0.9	26.0	0.2		6.0	1.0	11.0
Zm00001d042602	Zm00001d042602	2.0	0.2	0.5	0.2	2.0	0.3		2.0		
Zm00001d042603	Zm00001d042603	6.0	6.0	4.0	8.0	8.0	3.0	72.0	54.0	77.0	71.0
Zm00001d042605	Zm00001d042605	23.0	9.0	19.0	25.0	21.0	7.0	3.0	5.0	2.0	7.0
Zm00001d042607	Zm00001d042607	23.0	5.0	23.0	20.0	17.0	4.0		11.0	72.0	3.0
Zm00001d042608	Zm00001d042608	11.0	15.0	25.0	28.0	9.0	17.0	16.0	13.0	20.0	21.0
Zm00001d042609	NAC-transcription factor 109	24.0	21.0	11.0	18.0	4.0	5.0	81.0	90.0	74.0	147.0
Zm00001d042611	gibberellin 20-oxidase3	1.0									
Zm00001d042613	PHD-transcription factor 43	151.0	41.0	219.0	102.0	5.0	46.0	38.0	31.0	43.0	14.0
Zm00001d042615	Zm00001d042615	36.0	24.0	42.0	59.0	46.0	27.0	52.0	32.0	17.0	42.0
Zm00001d042617	Zm00001d042617					2.0					
Zm00001d042618	Zea mays MADS16	9.0	9.0	21.0	17.0	14.0	23.0	319.0	10.0	19.0	30.0
Zm00001d042619	Zm00001d042619										0.6
Zm00001d042620	Zm00001d042620	2.0	2.0	7.0	7.0	5.0	4.0	5.0	6.0	0.8	5.0
Zm00001d042621	Zm00001d042621	31.0	31.0	44.0	50.0	55.0	32.0	23.0	48.0	43.0	33.0
Zm00001d042624	Zm00001d042624	1.0		0.8	4.0	8.0	5.0	5.0	19.0	1.0	
Zm00001d042625	Zm00001d042625	4.0	4.0	7.0	12.0	14.0	9.0	12.0	56.0	10.0	2.0
Zm00001d042626	Zm00001d042626	7.0	2.0	7.0	4.0	8.0	3.0	9.0	6.0	11.0	5.0
Zm00001d042627	Zm00001d042627	3.0	0.1	6.0	0.6	34.0	2.0	30.0	115.0	41.0	39.0
Zm00001d042628	Zm00001d042628						2.0				
Zm00001d042630	Zm00001d042630						0.6				
Zm00001d042632	Zm00001d042632	25.0	15.0	24.0	20.0	10.0	14.0	14.0	27.0	8.0	22.0
Zm00001d042634	Zm00001d042634	1.0	8.0	15.0	18.0		3.0		4.0	3.0	7.0
Zm00001d042636	Zm00001d042636								30.0	18.0	7.0
Zm00001d042637	Zm00001d042637	1.0		0.1		4.0			1.0		9.0
Zm00001d042638	Zm00001d042638							3.0			2.0
Zm00001d042639	Zm00001d042639	72.0	14.0	34.0	48.0	90.0	34.0	51.0	51.0	29.0	59.0
Zm00001d042640	Zm00001d042640	27.0	4.0	7.0	14.0	29.0	16.0		12.0	2.0	9.0
Zm00001d042641	Zm00001d042641	0.8				37.0	0.1	22.0	116.0	34.0	77.0
Zm00001d042642	Zm00001d042642	9.0	2.0	6.0	4.0	10.0	2.0		4.0		5.0
Zm00001d042643	Zm00001d042643	6.0	3.0	10.0	16.0	5.0	26.0	53.0	15.0	10.0	17.0
Zm00001d042645	Zm00001d042645		0.3	1.0	2.0		0.3		2.0	1.0	
Zm00001d042646	Zm00001d042646			1.0	0.5		1.0	9.0	2.0	3.0	1.0
Zm00001d042647	Zm00001d042647							6.0			
Zm00001d042649	Zm00001d042649				0.3		0.1			0.4	
Zm00001d042651	Zm00001d042651										1.0
Zm00001d042652	Zm00001d042652						1.0				
Zm00001d042653	Zm00001d042653	0.6	0.4	2.0	1.0		0.1	4.0	32.0		12.0
Zm00001d042654	Zm00001d042654	42.0	9.0	54.0	69.0	52.0	9.0	197.0	189.0	78.0	222.0
Zm00001d042658	Zm00001d042658					9.0		19.0	78.0	3.0	3.0
Zm00001d042660	Zm00001d042660	4.0		1.0	6.0	0.7	1.0	9.0		5.0	14.0
Zm00001d042661	Zm00001d042661	11.0	3.0	6.0	4.0	20.0	4.0	26.0	23.0	25.0	38.0
Zm00001d042662	Zm00001d042662	36.0	5.0	46.0	64.0	15.0	62.0	104.0	22.0	32.0	42.0
Zm00001d042663	Zm00001d042663	20.0	3.0	13.0	5.0	14.0	2.0	2.0	12.0		12.0
Zm00001d042664	Zm00001d042664	182.0	3.0	161.0	156.0	123.0	13.0	187.0	111.0	48.0	87.0
Zm00001d042665	MYB-transcription factor 32							4.0			
Zm00001d042667	Zm00001d042667	31.0	19.0	29.0	30.0	33.0	32.0	19.0	46.0	76.0	68.0
Zm00001d042669	Zm00001d042669	30.0	23.0	32.0	34.0	20.0	23.0	43.0	31.0	13.0	35.0
Zm00001d042670	Zm00001d042670	13.0	4.0	8.0	13.0	20.0	8.0	12.0	23.0	3.0	21.0
Zm00001d042673	Zm00001d042673	4.0				10.0	0.5		6.0		2.0
Zm00001d042676	phosphoinositide dependent protein kinase3	22.0	24.0	23.0	20.0	23.0	26.0	13.0	17.0	23.0	35.0
Zm00001d042680	Zm00001d042680							0.9		0.6	
Zm00001d042681	Zm00001d042681	11.0	0.4	1.0	0.5		1.0	1.0			
Zm00001d042683	Zm00001d042683								3.0	7.0	
Zm00001d042684	Zm00001d042684			1.0		5.0			5.0	49.0	184.0
Zm00001d042685	glutamate-oxaloacetate transaminase4	25.0	7.0	36.0	29.0	9.0	4.0	5.0	47.0	52.0	46.0
Zm00001d042686	Zm00001d042686	33.0	6.0	10.0	7.0	43.0	15.0	67.0	85.0	51.0	96.0
Zm00001d042690	Zm00001d042690	14.0	4.0	2.0	4.0	13.0	11.0	5.0	25.0	9.0	10.0
Zm00001d042691	Zm00001d042691	0.5	0.1	0.2	0.1	4.0	1.0	0.8	5.0	1.0	5.0
Zm00001d042692	Zm00001d042692	0.3		1.0	0.7		0.5			1.0	1.0
Zm00001d042694	Zm00001d042694	5.0	3.0	3.0	14.0	25.0	30.0	1.0	32.0	1.0	36.0
Zm00001d042695	SnRK2 serine threonine protein kinase 4	7.0	9.0	12.0	11.0	8.0	4.0	64.0	228.0	17.0	34.0
Zm00001d042697	photosystem II subunit PsbS1				3.0						
Zm00001d042699	Zm00001d042699	2.0	3.0	5.0	12.0	20.0	6.0	29.0	40.0	36.0	32.0
Zm00001d042706	Zm00001d042706	47.0	8.0	30.0	13.0	71.0	9.0	14.0	34.0	5.0	27.0
Zm00001d042707	Zm00001d042707	15.0	2.0	2.0	5.0	13.0	16.0	11.0	2.0	4.0	6.0
Zm00001d042708	Zm00001d042708	34.0	5.0	11.0	8.0	32.0	6.0	7.0	28.0	2.0	11.0
Zm00001d042709	Zm00001d042709	18.0	8.0	14.0	16.0	20.0	13.0	87.0	16.0	59.0	52.0
Zm00001d042710	Zm00001d042710								1.0		
Zm00001d042711	Zm00001d042711		0.1		0.1		0.1				
Zm00001d042712	Zm00001d042712	13.0	6.0	9.0	9.0	10.0	17.0	2.0	22.0	8.0	21.0
Zm00001d042713	Zm00001d042713	83.0	6.0	68.0	55.0	97.0	19.0	10.0	17.0	25.0	31.0
Zm00001d042714	Zm00001d042714	5.0	0.4	1.0		11.0	1.0	1.0	11.0		14.0
Zm00001d042717	AP2-EREBP-transcription factor 174	9.0		6.0	5.0		0.5			2.0	27.0
Zm00001d042718	Zm00001d042718	13.0	15.0	16.0	18.0	22.0	21.0	51.0	26.0	28.0	24.0
Zm00001d042719	Zm00001d042719	14.0	14.0	36.0	48.0	31.0	15.0	13.0	37.0	26.0	33.0
Zm00001d042720	Zm00001d042720	15.0	2.0	7.0	5.0	14.0	9.0	19.0	31.0	8.0	16.0
Zm00001d042721	bZIP-transcription factor 95	15.0	3.0	4.0	2.0	11.0	5.0	137.0	63.0	36.0	84.0
Zm00001d042722	Zm00001d042722	21.0	3.0	9.0	5.0	28.0	10.0	6.0	28.0	23.0	23.0
Zm00001d042723	Zm00001d042723	1.0					0.1		9.0	6.0	25.0
Zm00001d042724	TUB-transcription factor 2	47.0	33.0	76.0	75.0	95.0	29.0	72.0	47.0	21.0	93.0
Zm00001d042725	Zm00001d042725	233.0	68.0	163.0	219.0	387.0	85.0	88.0	179.0	114.0	227.0
Zm00001d042726	Zm00001d042726	95.0	36.0	67.0	59.0	123.0	52.0	60.0	123.0	51.0	226.0
Zm00001d042727	Zm00001d042727		0.3	0.9	0.3		0.4		4.0	2.0	2.0
Zm00001d042729	Zm00001d042729	69.0	78.0	94.0	120.0	52.0	86.0	20.0	79.0	41.0	67.0
Zm00001d042730	Zm00001d042730	607.0	97.0	678.0	347.0	705.0	68.0	12.0	68.0	135.0	112.0
Zm00001d042736	C2C2-Dof-transcription factor 19								9.0		
Zm00001d042746	Zm00001d042746	44.0	4.0	25.0	13.0	24.0	7.0	7.0	53.0	30.0	27.0
Zm00001d042747	Zm00001d042747	5.0	0.3	0.5	0.2	16.0	1.0	0.5	52.0	15.0	74.0
Zm00001d042752	OVATE-transcription factor 14	2.0				24.0	0.4	1.0	14.0	7.0	
Zm00001d042753	OVATE-transcription factor 15					2.0					
Zm00001d042754	Zm00001d042754								4.0		
Zm00001d042755	Zm00001d042755	9.0	4.0	11.0	15.0	9.0	13.0	35.0	12.0	14.0	14.0
Zm00001d042756	MYB-related-transcription factor 37	0.5				2.0	3.0	4.0		15.0	1.0
Zm00001d042760	Zm00001d042760	5.0		0.6	1.0	4.0	2.0	16.0	6.0	5.0	6.0
Zm00001d042761	Zm00001d042761	99.0	46.0	140.0	198.0	66.0	72.0	140.0	110.0	63.0	173.0
Zm00001d042762	Zm00001d042762	31.0	17.0	27.0	18.0	22.0	17.0	26.0	37.0	10.0	25.0
Zm00001d042763	Zm00001d042763	47.0	1.0	8.0	4.0	19.0	6.0		23.0	7.0	23.0
Zm00001d042764	Zm00001d042764	9.0	7.0	4.0	5.0	7.0	4.0	0.7	8.0	6.0	36.0
Zm00001d042765	Zm00001d042765	22.0	1.0	20.0	9.0	10.0	10.0		7.0	14.0	10.0
Zm00001d042766	Zm00001d042766				0.4						
Zm00001d042767	Zm00001d042767						7.0		55.0	16.0	15.0
Zm00001d042772	Zm00001d042772	936.0	108.0	1011.0	404.0	612.0	110.0	92.0	112.0	35.0	80.0
Zm00001d042773	Zm00001d042773		0.3				0.4				
Zm00001d042774	Zm00001d042774	29.0	25.0	23.0	36.0	26.0	36.0	24.0	25.0	2.0	10.0
Zm00001d042775	Zm00001d042775	33.0	12.0	14.0	26.0	31.0	8.0		18.0	10.0	17.0
Zm00001d042776	Zm00001d042776	3.0	4.0	6.0	1.0	6.0	2.0	3.0	10.0		2.0
Zm00001d042777	liguleless2	0.2	5.0		0.5	0.3	0.1	0.2	2.0	0.1	0.2
Zm00001d042778	Zm00001d042778	30.0	8.0	14.0	7.0	40.0	9.0	69.0	74.0	5.0	25.0
Zm00001d042779	Zm00001d042779	2.0	0.5	4.0	3.0		0.3				16.0
Zm00001d042780	Zm00001d042780		0.8				4.0		51.0	498.0	1293.0
Zm00001d042781	Zm00001d042781								4.0	1.0	
Zm00001d042786	Zm00001d042786	1.0					0.3		1.0		1.0
Zm00001d042787	Zm00001d042787	18.0	3.0	10.0	8.0	27.0	4.0	3.0	11.0		12.0
Zm00001d042789	Zm00001d042789		6.0		4.0		0.9	3.0	12.0		
Zm00001d042791	Zm00001d042791		12.0		3.0	12.0		7.0	16.0	4.0	4.0
Zm00001d042792	Zm00001d042792	20.0	12.0	15.0	22.0	25.0	17.0	40.0	33.0	34.0	33.0
Zm00001d042793	Zm00001d042793	28.0	7.0	16.0	14.0	25.0	15.0	19.0	18.0	4.0	28.0
Zm00001d042794	Zm00001d042794	6.0	2.0	4.0	4.0	18.0	2.0	14.0	15.0	9.0	14.0
Zm00001d042795	Zm00001d042795	21.0	14.0	13.0	8.0	41.0	9.0	56.0	49.0	10.0	48.0
Zm00001d042796	Zm00001d042796	82.0	42.0	82.0	98.0	64.0	65.0	99.0	83.0	43.0	54.0
Zm00001d042799	Zm00001d042799			0.4				2.0	1.0		
Zm00001d042800	Zm00001d042800	4.0		3.0	3.0				0.7		0.6
Zm00001d042801	Zm00001d042801								0.8		
Zm00001d042802	Zm00001d042802	11.0	0.9	3.0	3.0	12.0	1.0	4.0	12.0		4.0
Zm00001d042804	Zm00001d042804	20.0	11.0	14.0	10.0	28.0	17.0	16.0	28.0	18.0	27.0
Zm00001d042807	Zm00001d042807	23.0	11.0	22.0	22.0	28.0	17.0	18.0	19.0	26.0	22.0
Zm00001d042808	Zm00001d042808	18.0	18.0	18.0	18.0	10.0	22.0	46.0	52.0	140.0	27.0
Zm00001d042809	auxin transporter-like1	6.0	15.0	2.0	3.0	10.0	43.0	9.0	38.0	0.9	2.0
Zm00001d042810	Zm00001d042810	3.0	3.0	3.0	3.0	8.0	2.0	2.0	0.8	2.0	2.0
Zm00001d042811	Zm00001d042811				0.3		0.7	2.0	0.9		2.0
Zm00001d042812	Zm00001d042812							1.0			
Zm00001d042813	Zm00001d042813	21.0		0.4	0.7	14.0	5.0	8.0	47.0	124.0	5.0
Zm00001d042814	Zm00001d042814										0.8
Zm00001d042820	Zm00001d042820	15.0	9.0	19.0	23.0	23.0	16.0	7.0	26.0	4.0	10.0
Zm00001d042821	WUSCHEL-homeobox-transcription factor 5b					0.8					
Zm00001d042822	Zm00001d042822										3.0
Zm00001d042826	Zm00001d042826	0.2									2.0
Zm00001d042827	Zm00001d042827	18.0	7.0	14.0	17.0	20.0	9.0	10.0	24.0	8.0	27.0
Zm00001d042828	Zm00001d042828	0.4	3.0	0.8	2.0	11.0	3.0	16.0	2.0	3.0	6.0
Zm00001d042830	MYB-transcription factor 34			4.0	2.0	1.0		140.0	2.0	8.0	17.0
Zm00001d042832	Zm00001d042832			0.6	0.9	2.0	2.0		2.0		
Zm00001d042833	Zm00001d042833	5.0	0.5	6.0	4.0	8.0	2.0	14.0	20.0	53.0	10.0
Zm00001d042834	Zm00001d042834	4.0	2.0	1.0	1.0		3.0	0.9	1.0		2.0
Zm00001d042836	Zm00001d042836		5.0								
Zm00001d042837	Zm00001d042837				0.6	0.3					
Zm00001d042840	sedoheptulose bisphosphatase1										0.9
Zm00001d042841	Zm00001d042841	9.0	0.5	4.0	3.0	13.0	4.0	8.0	21.0	8.0	23.0
Zm00001d042842	starch phoshorylase2	67.0	2.0	4.0	1.0	218.0	23.0	6.0	20.0	11.0	23.0
Zm00001d042843	nana plant1	10.0	9.0	4.0	6.0	12.0	12.0		24.0	27.0	7.0
Zm00001d042845	Zm00001d042845	6.0	10.0	11.0	16.0	23.0	11.0	19.0	21.0	43.0	28.0
Zm00001d042846	Zm00001d042846	14.0	4.0	37.0	10.0	3.0	4.0	5.0	42.0		5.0
Zm00001d042847	Zm00001d042847	3.0	0.1	2.0	1.0	10.0	0.5		7.0	0.3	
Zm00001d042848	Zm00001d042848		0.3	0.2	0.1			1.0	1.0	6.0	19.0
Zm00001d042850	Zm00001d042850	8.0	4.0	5.0	6.0	54.0	0.4	129.0	20.0	5.0	3.0
Zm00001d042851	Zm00001d042851	41.0	13.0	15.0	16.0	26.0	24.0	19.0	11.0	16.0	15.0
Zm00001d042853	Zm00001d042853	12.0	9.0			19.0	0.8	3.0	7.0	13.0	1.0
Zm00001d042856	Zm00001d042856				2.0			6.0	22.0	10.0	10.0
Zm00001d042857	Zm00001d042857	3.0			11.0		2.0		25.0	4.0	24.0
Zm00001d042861	Zm00001d042861	6.0		1.0	2.0	10.0	2.0	0.5	2.0		
Zm00001d042862	Zm00001d042862										4.0
Zm00001d042863	Zm00001d042863	3.0			0.5	2.0	6.0		1.0	1.0	6.0
Zm00001d042864	Homeobox-transcription factor 48	0.2			0.1	7.0	2.0	2.0	17.0	9.0	8.0
Zm00001d042867	bowman-birk inhibitor1			0.8	3.0						
Zm00001d042868	Zm00001d042868	6.0	1.0	2.0	5.0	9.0	0.8		4.0	25.0	5.0
Zm00001d042869	Zm00001d042869	141.0	23.0	37.0	12.0	59.0	18.0	8.0	11.0	34.0	16.0
Zm00001d042870	Zm00001d042870	1.0	1.0	0.4	0.6		3.0		2.0	0.8	0.7
Zm00001d042872	Zm00001d042872	13.0	11.0	6.0	25.0	23.0	9.0	10.0	30.0	10.0	3.0
Zm00001d042874	Zm00001d042874	58.0	21.0	85.0	75.0	47.0	23.0	172.0	106.0	156.0	68.0
Zm00001d042875	Zm00001d042875			20.0	12.0						
Zm00001d042876	Zm00001d042876	2.0	0.4		1.0		0.8				1.0
Zm00001d042879	transcription associated factor1	19.0	11.0	11.0	11.0	16.0	6.0	23.0	22.0	24.0	25.0
Zm00001d042880	regulator of chromosome condensation1	7.0	5.0	14.0	11.0	7.0	0.9	18.0		7.0	3.0
Zm00001d042883	Zm00001d042883	10.0	5.0	8.0	11.0	9.0	6.0	3.0	17.0	8.0	12.0
Zm00001d042884	Zm00001d042884	16.0	8.0	11.0	15.0	15.0	15.0	99.0	74.0	56.0	69.0
Zm00001d042885	Zm00001d042885	14.0	6.0	20.0	9.0	24.0	9.0	19.0	30.0	6.0	46.0
Zm00001d042886	protein phosphatase homolog3	0.1				1.0			2.0	5.0	4.0
Zm00001d042887	Zm00001d042887						0.6				
Zm00001d042888	Zm00001d042888	1.0	2.0	1.0	0.8	1.0	3.0	3.0	1.0	0.7	2.0
Zm00001d042898	Zm00001d042898		0.3		0.4	3.0			9.0		0.9
Zm00001d042899	Zm00001d042899			4.0	2.0	0.9			10.0	8.0	43.0
Zm00001d042900	Zm00001d042900					14.0					
Zm00001d042901	Zm00001d042901					0.3					
Zm00001d042902	Zm00001d042902	5.0		6.0		9.0					
Zm00001d042906	Zm00001d042906									0.3	3.0
Zm00001d042907	GRAS-transcription factor 23	20.0	2.0	7.0	4.0	13.0	1.0	0.5	12.0		4.0
Zm00001d042908	Zm00001d042908	27.0	6.0	12.0	9.0	24.0	7.0	7.0	21.0	21.0	24.0
Zm00001d042909	Zm00001d042909	27.0		8.0	1.0	8.0	22.0	1.0	20.0	2.0	11.0
Zm00001d042910	MYB-transcription factor 15	18.0	11.0	20.0	22.0	18.0	19.0	75.0	31.0	14.0	49.0
Zm00001d042911	Zm00001d042911	0.9	0.4	0.6	1.0	1.0				2.0	
Zm00001d042912	Zm00001d042912		5.0				2.0	2.0	2.0		
Zm00001d042914	Zm00001d042914	5.0	14.0	3.0	6.0	2.0	13.0	19.0	17.0	2.0	9.0
Zm00001d042916	Zm00001d042916	10.0	9.0	9.0	12.0	15.0	13.0	11.0	19.0	4.0	16.0
Zm00001d042917	Trihelix-transcription factor 27	0.8				2.0			5.0		1.0
Zm00001d042918	Zm00001d042918	1.0				2.0					2.0
Zm00001d042920	WUSCHEL-related homeobox 2a`	7.0	8.0	15.0	22.0	4.0	5.0	3.0		6.0	2.0
Zm00001d042921	Zm00001d042921	47.0	17.0	22.0	31.0	51.0	15.0	30.0	21.0	16.0	35.0
Zm00001d042922	Zm00001d042922		1.0	6.0	8.0	1.0	0.8	0.9		3.0	2.0
Zm00001d042923	Zm00001d042923	27.0	12.0	25.0	31.0	30.0	20.0	27.0	47.0	15.0	70.0
Zm00001d042924	Zm00001d042924	4.0	1.0	8.0	10.0	6.0	5.0	6.0	5.0	11.0	16.0
Zm00001d042927	Zm00001d042927						0.1				
Zm00001d042928	Zm00001d042928						0.3	1.0			
Zm00001d042929	Zm00001d042929	92.0	113.0	86.0	150.0	63.0	116.0	143.0	79.0	138.0	202.0
Zm00001d042930	histone 2B4	582.0	93.0	348.0	219.0	770.0	78.0	23.0	44.0	45.0	52.0
Zm00001d042931	Zm00001d042931	21.0	0.9	13.0	8.0	18.0	2.0	0.8	6.0		6.0
Zm00001d042932	Zm00001d042932	0.4				5.0			2.0		
Zm00001d042933	Zm00001d042933										2.0
Zm00001d042935	Zm00001d042935	31.0	17.0	235.0	195.0	19.0	59.0		2.0	35.0	64.0
Zm00001d042938	Zm00001d042938	83.0	34.0	52.0	49.0	73.0	29.0	108.0	117.0	61.0	115.0
Zm00001d042939	Zm00001d042939	12.0	4.0	8.0	7.0	10.0	6.0	3.0	2.0	3.0	2.0
Zm00001d042940	Zm00001d042940								3.0		
Zm00001d042943	Zm00001d042943	9.0	3.0	42.0	40.0	9.0	12.0	28.0	50.0	15.0	32.0
Zm00001d042944	Zm00001d042944		0.4								
Zm00001d042948	Zm00001d042948	24.0	19.0	21.0	22.0	9.0	15.0	15.0	10.0	40.0	83.0
Zm00001d042949	Zm00001d042949									7.0	4.0
Zm00001d042950	Zm00001d042950	48.0	103.0	55.0	46.0	50.0	84.0	139.0	179.0	108.0	152.0
Zm00001d042952	Zm00001d042952	0.6	1.0	2.0	1.0		1.0				
Zm00001d042953	Zm00001d042953						0.1			1.0	2.0
Zm00001d042954	H4C7	828.0	128.0	611.0	309.0	751.0	224.0	39.0	173.0	141.0	164.0
Zm00001d042955	Zm00001d042955					8.0	0.3		0.4	0.4	2.0
Zm00001d042959	Zm00001d042959		2.0	4.0	4.0		2.0				
Zm00001d042960	Zm00001d042960	37.0	16.0	25.0	15.0	70.0	22.0	73.0	107.0	16.0	87.0
Zm00001d042961	respiratory burst oxidase1	2.0	0.8	6.0	2.0	6.0	0.8	4.0	17.0	117.0	62.0
Zm00001d042962	Zm00001d042962	41.0	1.0	29.0	20.0	47.0	11.0	16.0	51.0	9.0	43.0
Zm00001d042965	Zm00001d042965	168.0	57.0	281.0	302.0	129.0	86.0	88.0	60.0	79.0	81.0
Zm00001d042966	Zm00001d042966	678.0	168.0	985.0	683.0	627.0	143.0	118.0	188.0	77.0	154.0
Zm00001d042968	CCAAT-HAP3-transcription factor 31	60.0	64.0	99.0	161.0	72.0	104.0	54.0	79.0	121.0	96.0
Zm00001d042969	Zm00001d042969		1.0		2.0			4.0	4.0	0.7	
Zm00001d042972	Zm00001d042972	0.3	0.4	0.3	0.2	1.0		0.3	0.9	2.0	3.0
Zm00001d042973	Zm00001d042973	30.0	160.0	70.0	111.0	14.0	53.0	264.0	65.0	101.0	76.0
Zm00001d042974	Zm00001d042974					4.0		2.0	4.0		5.0
Zm00001d042975	Zm00001d042975	0.7	0.3	1.0	0.6	3.0	0.1	7.0	8.0	1.0	
Zm00001d042976	Zm00001d042976	4.0	5.0	9.0	16.0	11.0	6.0	8.0	30.0	9.0	39.0
Zm00001d042977	Zm00001d042977	13.0	6.0	21.0	21.0	15.0	13.0	72.0	35.0	15.0	72.0
Zm00001d042978	Zm00001d042978	2.0	2.0	2.0	1.0	5.0	1.0	11.0	3.0	0.7	9.0
Zm00001d042979	Zm00001d042979	5.0	2.0	9.0	10.0	4.0	3.0	25.0	13.0	3.0	6.0
Zm00001d042980	Zm00001d042980									11.0	
Zm00001d042985	Zm00001d042985	6.0	4.0	13.0	11.0	18.0	5.0	24.0	41.0	29.0	36.0
Zm00001d042993	Zm00001d042993	1.0	13.0		0.6		2.0	17.0	10.0	13.0	11.0
Zm00001d042996	Zm00001d042996	3.0	2.0	5.0	4.0	9.0	2.0	25.0	5.0	5.0	19.0
