# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-2797
# Selected columns: 9 (all)
# Timestamp: Fri, 24-Aug-2018 23:04:26
Gene ID	Gene Name	brain	colon	heart	kidney	liver	lung	skeletal muscle tissue	spleen	testis
ENSGALG00000035942	ENSGALG00000035942			0.1					0.8	
ENSGALG00000035944	ENSGALG00000035944		0.2			0.1				4.0
ENSGALG00000035945	ENSGALG00000035945	2.0			1.0		1.0			2.0
ENSGALG00000035946	GUCY1A3	74.0	18.0	6.0	2.0	0.9	23.0	2.0	35.0	1.0
ENSGALG00000035949	ACAD11	6.0	18.0	8.0	94.0	76.0	7.0	2.0	6.0	25.0
ENSGALG00000035950	NGFR	4.0	43.0	1.0	1.0	0.7	4.0	0.2	51.0	0.7
ENSGALG00000035951	ENSGALG00000035951	10.0		0.1	0.2		0.2			15.0
ENSGALG00000035952	KIAA1143	16.0	25.0	7.0	14.0	10.0	21.0	7.0	33.0	25.0
ENSGALG00000035953	ENSGALG00000035953									0.5
ENSGALG00000035954	ENSGALG00000035954	2.0	1.0	2.0	2.0	1.0	5.0	0.7	2.0	2.0
ENSGALG00000035955	ENSGALG00000035955								0.3	
ENSGALG00000035957	ENSGALG00000035957									1.0
ENSGALG00000035959	ENSGALG00000035959	1.0	6.0	3.0	8.0	3.0	32.0	1.0	13.0	35.0
ENSGALG00000035960	ENSGALG00000035960	1.0	8.0	3.0	23.0	0.9	102.0	275.0	2.0	13.0
ENSGALG00000035961	ENSGALG00000035961	0.2	0.3		0.3	0.1	0.7		0.6	0.4
ENSGALG00000035963	METTL18	2.0	6.0	1.0	4.0	1.0	2.0	2.0	8.0	2.0
ENSGALG00000035964	ENSGALG00000035964	2.0	17.0	2.0	8.0	10.0	15.0	0.4	16.0	2.0
ENSGALG00000035965	ENSGALG00000035965	13.0	13.0	8.0	10.0	5.0	15.0	9.0	11.0	50.0
ENSGALG00000035966	EDA	12.0	25.0	13.0	19.0	21.0	38.0	6.0	16.0	9.0
ENSGALG00000035967	ENSGALG00000035967									0.4
ENSGALG00000035968	ENSGALG00000035968	0.2	0.5	0.1	0.3	0.2	0.3		0.7	0.1
ENSGALG00000035969	ENSGALG00000035969	0.3	2.0	0.3	0.5	0.2	1.0		1.0	21.0
ENSGALG00000035970	ENSGALG00000035970	2.0	3.0	1.0	2.0	0.3	6.0	0.5	4.0	6.0
ENSGALG00000035971	ENSGALG00000035971	0.2								
ENSGALG00000035972	ENSGALG00000035972		2.0		5.0	4.0	2.0			
ENSGALG00000035973	YIPF6	29.0	24.0	7.0	15.0	14.0	36.0	5.0	25.0	37.0
ENSGALG00000035974	ENSGALG00000035974	0.2								
ENSGALG00000035975	ENSGALG00000035975	166.0	16.0	410.0	48.0	90.0	6.0	191.0	8.0	5.0
ENSGALG00000035976	ENSGALG00000035976	0.2					0.1			
ENSGALG00000035977	ENSGALG00000035977	0.1								0.2
ENSGALG00000035978	CDCA7L	6.0	37.0	3.0	21.0	19.0	15.0	1.0	30.0	67.0
ENSGALG00000035979	ENSGALG00000035979		0.2		0.3					
ENSGALG00000035980	REXO2	110.0	116.0	91.0	108.0	80.0	142.0	103.0	146.0	261.0
ENSGALG00000035981	Gnot1	0.2	0.3	0.4	0.5	0.4	0.5		1.0	0.9
ENSGALG00000035983	ENSGALG00000035983	4.0	6.0	10.0	7.0	4.0	82.0	0.4	24.0	51.0
ENSGALG00000035984	ENSGALG00000035984	0.2								
ENSGALG00000035985	ENSGALG00000035985	0.4								
ENSGALG00000035986	ENSGALG00000035986	0.2	0.8	0.1	0.7	0.5	0.3		2.0	0.9
ENSGALG00000035987	ENSGALG00000035987									2.0
ENSGALG00000035988	ENSGALG00000035988	0.3	1.0	0.1	0.6	0.2	0.8		1.0	2.0
ENSGALG00000035990	ENSGALG00000035990	0.2								
ENSGALG00000035992	ENSGALG00000035992	22.0	9.0	2.0	4.0	2.0	9.0	3.0	9.0	210.0
ENSGALG00000035993	ENSGALG00000035993	7.0	14.0	14.0	62.0	52.0	72.0	0.3	21.0	37.0
ENSGALG00000035994	ENSGALG00000035994	8.0	19.0	111.0	78.0	68.0	18.0	31.0	23.0	10.0
ENSGALG00000035996	ENSGALG00000035996	351.0	391.0	733.0	369.0	219.0	275.0	723.0	235.0	397.0
ENSGALG00000035997	ENSGALG00000035997									4.0
ENSGALG00000035998	ENSGALG00000035998			0.1						
ENSGALG00000035999	ENSGALG00000035999		0.1				0.1		0.1	
ENSGALG00000036000	ENSGALG00000036000	0.1								
ENSGALG00000036001	MADH2	38.0	47.0	19.0	36.0	14.0	58.0	15.0	56.0	52.0
ENSGALG00000036002	ENSGALG00000036002	0.2		0.1			0.3		0.4	
ENSGALG00000036003	ENSGALG00000036003	3.0	2.0	0.4	0.3	0.3	0.9		25.0	1.0
ENSGALG00000036004	MRPL34	98.0	88.0	156.0	117.0	91.0	82.0	158.0	92.0	80.0
ENSGALG00000036005	TIAM2	11.0	20.0	2.0	4.0	0.7	6.0	0.8	10.0	4.0
ENSGALG00000036006	ENSGALG00000036006	1.0	5.0	1.0	3.0	2.0	2.0	1.0	3.0	50.0
ENSGALG00000036008	ENSGALG00000036008	2.0	4.0	2.0	3.0	2.0	6.0	0.3	9.0	10.0
ENSGALG00000036009	ENSGALG00000036009								0.2	0.1
ENSGALG00000036010	ENSGALG00000036010	6.0	3.0	2.0	0.6	0.2	1.0	2.0	0.9	2.0
ENSGALG00000036011	ENSGALG00000036011	0.5	3.0	0.1	2.0	1.0	0.6	0.2	2.0	5.0
ENSGALG00000036012	ENSGALG00000036012	0.2			0.1				0.3	
ENSGALG00000036014	ENSGALG00000036014	0.5	5.0	2.0	4.0	3.0	4.0		4.0	3.0
ENSGALG00000036017	ENSGALG00000036017	10.0	11.0	2.0	31.0	11.0	15.0	18.0	34.0	44.0
ENSGALG00000036019	POLR2K	27.0	33.0	31.0	20.0	9.0	26.0	18.0	26.0	43.0
ENSGALG00000036021	ENSGALG00000036021	30.0	0.6		0.6	0.6			0.4	2.0
ENSGALG00000036022	LIN28A		0.2		0.1		0.2			0.5
ENSGALG00000036023	ENSGALG00000036023	0.3	0.1	0.2	0.1		0.1		0.2	4.0
ENSGALG00000036024	ENSGALG00000036024					0.9	0.2			
ENSGALG00000036025	ENSGALG00000036025	74.0	37.0	29.0	23.0	13.0	32.0	33.0	22.0	10.0
ENSGALG00000036026	ENSGALG00000036026	0.3	3.0	0.7	0.4	0.5	1.0		0.3	26.0
ENSGALG00000036027	ENSGALG00000036027	0.4		0.1	0.2		1.0	0.1	0.8	0.5
ENSGALG00000036028	GNA13	8.0	49.0	2.0	18.0	10.0	71.0	7.0	108.0	46.0
ENSGALG00000036029	ENSGALG00000036029	0.1					0.3			0.1
ENSGALG00000036031	ENSGALG00000036031		0.2							3.0
ENSGALG00000036034	ENSGALG00000036034	29.0	0.5		0.6				0.1	0.2
ENSGALG00000036036	ENSGALG00000036036	0.2	0.2	0.1	1.0	0.4			0.1	0.1
ENSGALG00000036037	ENSGALG00000036037	0.1								
ENSGALG00000036038	ENSGALG00000036038	6.0	14.0	2.0	9.0	5.0	22.0	3.0	24.0	15.0
ENSGALG00000036039	ENSGALG00000036039	50.0	82.0	43.0	50.0	14.0	122.0	0.1	93.0	29.0
ENSGALG00000036040	ENSGALG00000036040	0.1	0.2	0.2	0.3	0.1	3.0		1.0	4.0
ENSGALG00000036041	ENSGALG00000036041	0.2	4.0	0.1	2.0	0.5	0.3		0.4	0.1
ENSGALG00000036042	ENSGALG00000036042	34.0	2.0	1.0	1.0	0.3	8.0	0.6	5.0	3.0
ENSGALG00000036043	TBX3	4.0	68.0	27.0	54.0	42.0	489.0	5.0	87.0	4.0
ENSGALG00000036044	ENSGALG00000036044	10.0	6.0	2.0	4.0	2.0	16.0	1.0	10.0	13.0
ENSGALG00000036046	ENSGALG00000036046	0.1		0.4	0.7		0.9		0.4	
ENSGALG00000036047	ENSGALG00000036047		0.9							
ENSGALG00000036048	ENSGALG00000036048	14.0	0.1	0.1			0.5		0.1	0.1
ENSGALG00000036049	LETM2	18.0	31.0	11.0	19.0	13.0	57.0	6.0	53.0	33.0
ENSGALG00000036050	ENSGALG00000036050	0.2		0.6	1.0	4.0			4.0	
ENSGALG00000036051	ENSGALG00000036051									2.0
ENSGALG00000036053	ENSGALG00000036053	0.1	0.8	0.3			0.8		0.2	0.2
ENSGALG00000036054	ENSGALG00000036054		0.3	0.2	0.5					2.0
ENSGALG00000036055	ENSGALG00000036055	0.4	0.8	0.1	0.2			0.1		0.2
ENSGALG00000036056	gga-mir-6579-1	0.2				0.9				
ENSGALG00000036057	ENSGALG00000036057	9.0	25.0	32.0	6.0	3.0	22.0	17.0	9.0	6.0
ENSGALG00000036058	ENSGALG00000036058	0.2	0.8	0.7	1.0	0.7	0.4		2.0	0.5
ENSGALG00000036059	ENSGALG00000036059	0.2								0.1
ENSGALG00000036060	ENSGALG00000036060									0.3
ENSGALG00000036061	ENSGALG00000036061	0.1	0.2	0.1		0.1				
ENSGALG00000036062	ENSGALG00000036062	0.1	0.1		0.2				0.2	
ENSGALG00000036063	ENSGALG00000036063	16.0	26.0	9.0	15.0	15.0	38.0	7.0	46.0	15.0
ENSGALG00000036064	PAXIP1	2.0	16.0	2.0	7.0	5.0	9.0	1.0	24.0	46.0
ENSGALG00000036065	ENSGALG00000036065			0.8						
ENSGALG00000036066	ENSGALG00000036066	0.2								
ENSGALG00000036067	RBFA	4.0	15.0	5.0	26.0	12.0	9.0	13.0	8.0	25.0
ENSGALG00000036069	TCIRG1	12.0	34.0	8.0	27.0	52.0	29.0	2.0	43.0	6.0
ENSGALG00000036070	ENSGALG00000036070	86.0	12.0	105.0	46.0	42.0	22.0	52.0	26.0	16.0
ENSGALG00000036071	ENSGALG00000036071	0.1		0.1						
ENSGALG00000036072	ENSGALG00000036072	0.2	0.1		0.9	0.7			0.1	0.3
ENSGALG00000036073	ENSGALG00000036073	4.0	180.0	29.0	23.0	10.0	49.0	60.0	74.0	14.0
ENSGALG00000036074	RPP40	6.0	13.0	5.0	8.0	6.0	7.0	1.0	13.0	14.0
ENSGALG00000036075	ENSGALG00000036075	0.1								
ENSGALG00000036076	ENSGALG00000036076	8.0	30.0	3.0	12.0	9.0	23.0	3.0	32.0	39.0
ENSGALG00000036078	ENSGALG00000036078	63.0	0.8	27.0	0.1	0.1	0.3	1.0	0.2	0.6
ENSGALG00000036079	ENSGALG00000036079	0.1								0.1
ENSGALG00000036081	ENSGALG00000036081		0.1				0.2			
ENSGALG00000036083	ENSGALG00000036083	0.2				0.2				
ENSGALG00000036084	ENSGALG00000036084	6.0		0.9						0.2
ENSGALG00000036085	ENSGALG00000036085	37.0	19.0	12.0	21.0	18.0	44.0	7.0	32.0	38.0
ENSGALG00000036086	TAGLN2	47.0	266.0	64.0	54.0	27.0	526.0	35.0	272.0	36.0
ENSGALG00000036089	ENSGALG00000036089	98.0	64.0	41.0	40.0	85.0	56.0	18.0	49.0	14.0
ENSGALG00000036090	ENSGALG00000036090			0.4	1.0	0.1	0.3		0.4	
ENSGALG00000036091	ENSGALG00000036091	20.0			0.3				0.1	1.0
ENSGALG00000036092	ENSGALG00000036092	0.1								0.4
ENSGALG00000036093	PTPN7	0.7	26.0	1.0	4.0	4.0	22.0	0.5	105.0	0.5
ENSGALG00000036094	ENSGALG00000036094	0.9	2.0	1.0	2.0	1.0	2.0	0.4	2.0	0.7
ENSGALG00000036095	BICC1	0.9	9.0	0.4	59.0	1.0	17.0	0.5	12.0	3.0
ENSGALG00000036096	ENSGALG00000036096	0.1	0.1		0.4					
ENSGALG00000036097	CDH18	5.0	2.0				0.1		0.5	0.7
ENSGALG00000036098	ENSGALG00000036098	11.0	2.0	4.0	2.0	1.0	3.0	1.0	2.0	2.0
ENSGALG00000036099	ENSGALG00000036099	368.0	1096.0	1059.0	725.0	615.0	829.0	1862.0	1963.0	725.0
ENSGALG00000036100	ENSGALG00000036100	0.2	0.8		0.4	0.4	2.0		3.0	162.0
ENSGALG00000036101	ENSGALG00000036101	59.0	36.0	15.0	46.0	39.0	36.0	31.0	25.0	43.0
ENSGALG00000036102	ENSGALG00000036102	0.1		0.1						
ENSGALG00000036104	ENSGALG00000036104			0.1			0.1		0.1	
ENSGALG00000036105	ENSGALG00000036105	0.1								0.3
ENSGALG00000036106	SMPD1	18.0	55.0	62.0	133.0	121.0	43.0	35.0	76.0	8.0
ENSGALG00000036107	ENSGALG00000036107	0.2	1.0	0.3	0.2	0.2	1.0		1.0	1.0
ENSGALG00000036108	ENSGALG00000036108	41.0	26.0	12.0	12.0	43.0	35.0	2.0	43.0	13.0
ENSGALG00000036109	ENSGALG00000036109	0.2								0.7
ENSGALG00000036110	ENSGALG00000036110	3.0	2.0	0.2	1.0	0.9	1.0	0.1	3.0	39.0
ENSGALG00000036111	ITM2C	623.0	51.0	2.0	25.0	2.0	9.0	0.7	76.0	5.0
ENSGALG00000036112	ENSGALG00000036112	0.5	12.0	1.0	1.0	0.5	9.0		3.0	2.0
ENSGALG00000036114	SMO	11.0	39.0	33.0	28.0	26.0	33.0	36.0	27.0	70.0
ENSGALG00000036116	ENSGALG00000036116									6.0
ENSGALG00000036117	FAM46B	6.0	40.0	111.0	42.0	39.0	29.0	34.0	10.0	6.0
ENSGALG00000036118	ENSGALG00000036118		0.2							
ENSGALG00000036119	ENSGALG00000036119	2.0	2.0	3.0	2.0	1.0	0.5	0.4	0.6	3.0
ENSGALG00000036120	ENSGALG00000036120	0.1					0.5			
ENSGALG00000036121	ENSGALG00000036121	0.4	0.8	0.2	0.6	0.3	0.6		0.7	0.6
ENSGALG00000036122	ENSGALG00000036122	0.6	1.0	1.0	2.0	0.9	0.7		2.0	18.0
ENSGALG00000036123	ENSGALG00000036123	4.0	7.0	1.0	6.0	3.0	9.0	1.0	6.0	0.6
ENSGALG00000036124	ENSGALG00000036124	0.8	3.0	2.0	6.0	3.0	2.0		4.0	3.0
ENSGALG00000036125	SHE	7.0	9.0	25.0	9.0	51.0	147.0	0.2	21.0	1.0
ENSGALG00000036126	ENSGALG00000036126					0.2				
ENSGALG00000036127	ENSGALG00000036127	0.3	0.9	0.2	0.2	0.4	2.0	0.1	5.0	
ENSGALG00000036128	ZNF407	0.9	4.0	2.0	5.0	3.0	8.0	1.0	9.0	14.0
ENSGALG00000036130	gga-mir-1785	0.2	1.0		2.0	0.9				0.3
ENSGALG00000036131	ENSGALG00000036131	0.2	2.0	0.8	0.8	0.8	3.0		2.0	2.0
ENSGALG00000036132	ENSGALG00000036132	1.0	3.0	0.9	2.0	1.0	2.0	0.2	6.0	2.0
ENSGALG00000036133	KLF15	18.0	22.0	32.0	67.0	72.0	13.0	28.0	9.0	9.0
ENSGALG00000036136	ENSGALG00000036136									0.1
ENSGALG00000036137	ENSGALG00000036137	0.4	2.0	0.4	1.0	0.2	3.0		1.0	2.0
ENSGALG00000036138	ENSGALG00000036138	0.4	2.0		2.0	0.3	2.0		4.0	3.0
ENSGALG00000036139	ENSGALG00000036139					0.2			0.1	
ENSGALG00000036140	ENSGALG00000036140	0.9	0.2	0.6						4.0
ENSGALG00000036141	ENSGALG00000036141	3.0	0.9	0.8	0.5	0.3	2.0	0.1	1.0	0.4
ENSGALG00000036142	ENSGALG00000036142	11.0	19.0	29.0	18.0	7.0	47.0	2.0	29.0	6.0
ENSGALG00000036143	ENSGALG00000036143	1.0								
ENSGALG00000036144	ENSGALG00000036144	0.2								
ENSGALG00000036145	ENSGALG00000036145		115.0		33.0	115.0	4.0			0.9
ENSGALG00000036147	ENSGALG00000036147	11.0	9.0	3.0	8.0	5.0	12.0	0.5	20.0	7.0
ENSGALG00000036148	ENSGALG00000036148	4.0	5.0	2.0	3.0	0.7	3.0	0.6	6.0	1.0
ENSGALG00000036149	ENSGALG00000036149	0.2								
ENSGALG00000036150	ENSGALG00000036150		0.3							
ENSGALG00000036153	ENSGALG00000036153	26.0	0.2	0.1	0.2	0.1	0.4		0.4	1.0
ENSGALG00000036154	ENSGALG00000036154	9.0						0.1		
ENSGALG00000036155	ENSGALG00000036155	0.2					0.5			
ENSGALG00000036156	ENSGALG00000036156	1.0			0.7					0.8
ENSGALG00000036157	ENSGALG00000036157	0.2	1.0	0.1	0.5	0.3	0.7		2.0	3.0
ENSGALG00000036158	ENSGALG00000036158	0.1	2.0	2.0	2.0	0.7	8.0	0.1	5.0	0.1
ENSGALG00000036159	ENSGALG00000036159	1.0	0.3	0.1			0.6		0.3	
ENSGALG00000036160	BOLL	0.1	0.9		0.5		0.2	0.6	1.0	203.0
ENSGALG00000036162	ENSGALG00000036162	0.1	0.2	0.1	0.2	0.1	0.1		0.1	0.6
ENSGALG00000036163	ZNF710	10.0	28.0	11.0	10.0	8.0	27.0	5.0	61.0	5.0
ENSGALG00000036164	ENSGALG00000036164									0.2
ENSGALG00000036165	ENSGALG00000036165		0.1	0.4				0.1		8.0
ENSGALG00000036166	ENSGALG00000036166	0.1				0.1				1.0
ENSGALG00000036167	ENSGALG00000036167						0.1			5.0
ENSGALG00000036168	ENSGALG00000036168	19.0	11.0	23.0	19.0	12.0	21.0	0.8	7.0	5.0
ENSGALG00000036170	ENSGALG00000036170	0.1	0.4							
ENSGALG00000036171	ENSGALG00000036171	2.0	5.0	0.9	4.0	1.0	4.0	0.3	10.0	21.0
ENSGALG00000036172	ENSGALG00000036172	0.6	1.0	0.8	15.0	9.0	2.0	1.0	1.0	0.4
ENSGALG00000036173	ENSGALG00000036173	0.3	5.0	0.1	0.9	0.1	0.2		6.0	0.4
ENSGALG00000036174	ENSGALG00000036174	0.1					0.1			
ENSGALG00000036175	ENSGALG00000036175	1.0	19.0	3.0	3.0	3.0	35.0	0.9	22.0	0.7
ENSGALG00000036176	ENSGALG00000036176	0.2	0.8	0.1	0.6	0.4	2.0		6.0	0.1
ENSGALG00000036178	ENSGALG00000036178	0.2	2.0	0.6	0.4	3.0	2.0	0.8	3.0	0.1
ENSGALG00000036179	ENSGALG00000036179	5.0	1.0	3.0	6.0	6.0	0.9	6.0	2.0	0.7
ENSGALG00000036180	ENSGALG00000036180	2.0	5.0	7.0	4.0	3.0	8.0	1.0	5.0	7.0
ENSGALG00000036181	ENSGALG00000036181									0.7
ENSGALG00000036182	ENSGALG00000036182	0.1	0.2		0.1	0.1	0.3		0.3	
ENSGALG00000036183	ENSGALG00000036183	0.1								3.0
ENSGALG00000036184	ENSGALG00000036184	4.0	9.0	6.0	6.0	5.0	11.0	2.0	15.0	33.0
ENSGALG00000036185	ENSGALG00000036185	0.4	1.0	0.3	1.0	1.0	2.0		0.5	0.1
ENSGALG00000036186	ENSGALG00000036186	5.0	11.0	4.0	12.0	5.0	6.0	8.0	14.0	113.0
ENSGALG00000036187	ENSGALG00000036187	0.2	0.2	0.2	0.2	0.1				
ENSGALG00000036189	angiopoietin-2B	57.0	14.0	5.0	35.0	1.0	30.0	4.0	14.0	12.0
ENSGALG00000036190	ENSGALG00000036190	0.1	34.0		0.1	543.0	0.5			
ENSGALG00000036191	ENSGALG00000036191	65.0	98.0	20.0	61.0	46.0	125.0	10.0	154.0	132.0
ENSGALG00000036193	ENSGALG00000036193	0.2	0.2		0.1		0.2		0.2	3.0
ENSGALG00000036194	ENSGALG00000036194		3.0				6.0			0.1
ENSGALG00000036195	SOX2OT_exon3	17.0			0.1				0.4	27.0
ENSGALG00000036196	Mtch2	54.0	144.0	77.0	167.0	140.0	76.0	35.0	81.0	33.0
ENSGALG00000036198	ENSGALG00000036198	11.0	11.0	3.0	12.0	3.0	15.0	36.0	16.0	9.0
ENSGALG00000036199	ENSGALG00000036199	0.4	0.9	0.5	4.0	1.0	4.0		3.0	0.2
ENSGALG00000036200	ENSGALG00000036200	2.0	3.0	1.0	3.0	2.0	3.0	0.2	3.0	2.0
ENSGALG00000036201	GALK2	5.0	46.0	4.0	38.0	26.0	38.0	6.0	23.0	35.0
ENSGALG00000036204	ENSGALG00000036204	1.0								3.0
ENSGALG00000036205	ENSGALG00000036205	0.1	0.9		0.6	0.4	0.6		4.0	
ENSGALG00000036207	ENSGALG00000036207	0.1								
ENSGALG00000036210	ENSGALG00000036210	0.2	2.0	0.1	0.4	0.4	3.0	6.0	1.0	2.0
ENSGALG00000036211	ENSGALG00000036211		0.1						0.7	
ENSGALG00000036212	ENSGALG00000036212	0.7	0.4	0.2	0.5	0.1	0.7	8.0	0.7	0.5
ENSGALG00000036213	ENSGALG00000036213	0.2								
ENSGALG00000036214	DJ-1	148.0	113.0	113.0	132.0	131.0	61.0	156.0	147.0	111.0
ENSGALG00000036215	ENSGALG00000036215	10.0	23.0	6.0	9.0	6.0	53.0	3.0	23.0	11.0
ENSGALG00000036216	ENSGALG00000036216	0.2	0.4	1.0	0.3	0.7				2.0
ENSGALG00000036217	ENSGALG00000036217	0.2	21.0	12.0	3.0	9.0	11.0		2.0	28.0
ENSGALG00000036218	RAB4A	44.0	15.0	5.0	9.0	4.0	38.0	6.0	32.0	46.0
ENSGALG00000036219	STK35	2.0	2.0	0.4	2.0	0.9	3.0		2.0	67.0
ENSGALG00000036220	ENSGALG00000036220	0.2	0.3			0.1	0.2		0.1	1.0
ENSGALG00000036221	ENSGALG00000036221	0.7					0.1	10.0		6.0
ENSGALG00000036222	ENSGALG00000036222	1.0							4.0	0.3
ENSGALG00000036223	ENSGALG00000036223	0.2		0.2	175.0	0.5				
ENSGALG00000036225	ENSGALG00000036225			0.1		0.2				
ENSGALG00000036226	ENSGALG00000036226	1.0		0.1			0.1		0.1	2.0
ENSGALG00000036227	ENSGALG00000036227	0.2	0.5	0.1	0.2	0.1	0.4		0.7	0.5
ENSGALG00000036228	ENSGALG00000036228	0.1	0.3	0.3	0.2	0.1	0.5		0.2	0.1
ENSGALG00000036229	MT-ND4	15281.0	5656.0	21937.0	15267.0	10215.0	1843.0	13424.0	3119.0	2882.0
ENSGALG00000036231	ENSGALG00000036231	0.5	0.3	0.3	1.0	0.4	2.0		2.0	1.0
ENSGALG00000036232	ENSGALG00000036232	0.2			0.7	0.1			0.2	2.0
ENSGALG00000036233	ENSGALG00000036233									0.9
ENSGALG00000036234	ENSGALG00000036234	2.0	7.0	1.0	3.0	4.0	5.0	0.2	6.0	19.0
ENSGALG00000036236	ENSGALG00000036236	50.0	89.0	54.0	41.0	9.0	97.0	12.0	27.0	19.0
ENSGALG00000036237	ENSGALG00000036237	0.2	0.2	0.6	0.1	0.1	0.4			2.0
ENSGALG00000036238	LUC7L2	35.0	97.0	30.0	50.0	29.0	114.0	38.0	150.0	99.0
ENSGALG00000036239	ENSGALG00000036239	7.0	21.0	8.0	5.0	8.0	3.0	0.1	18.0	4.0
ENSGALG00000036240	ENSGALG00000036240	7.0	22.0	35.0	8.0	4.0	120.0	14.0	23.0	39.0
ENSGALG00000036241	ENSGALG00000036241	5.0	7.0	2.0	6.0	3.0	7.0	0.7	5.0	47.0
ENSGALG00000036242	ENSGALG00000036242			0.3			0.2		0.1	0.1
ENSGALG00000036243	ENSGALG00000036243	0.2	0.2	0.1			0.8			7.0
ENSGALG00000036244	ENSGALG00000036244									0.2
ENSGALG00000036245	ENSGALG00000036245	0.1		0.1	0.1					
ENSGALG00000036246	ENSGALG00000036246		0.8			0.2	1.0		7.0	
ENSGALG00000036247	ENSGALG00000036247		0.5		0.1		0.1			
ENSGALG00000036248	ENSGALG00000036248	0.7			0.1					2.0
ENSGALG00000036249	ENSGALG00000036249	0.4	1.0	0.3						113.0
ENSGALG00000036250	ENSGALG00000036250	0.4								0.5
ENSGALG00000036252	SAP30	10.0	64.0	16.0	13.0	3.0	36.0	62.0	23.0	201.0
ENSGALG00000036253	ENSGALG00000036253	2.0	3.0	1.0	1.0	1.0	6.0	0.7	9.0	1.0
ENSGALG00000036254	ENSGALG00000036254	1.0	0.5	0.9	2.0	0.8	0.2	0.5	0.7	2.0
ENSGALG00000036255	WNT7B	0.8			0.3	0.1	0.1			0.3
ENSGALG00000036257	ORMDL1	34.0	54.0	15.0	26.0	36.0	51.0	17.0	33.0	126.0
ENSGALG00000036258	PCDH8	27.0	0.4	0.1	0.2		0.4		0.3	1.0
ENSGALG00000036259	EPG5	3.0	6.0	0.6	5.0	3.0	7.0	0.2	20.0	10.0
ENSGALG00000036260	ENSGALG00000036260		1.0	0.1	0.4		0.1		0.2	123.0
ENSGALG00000036261	ENSGALG00000036261	0.1		0.1	0.2	0.1	0.3		0.3	
ENSGALG00000036262	ENSGALG00000036262	0.2			0.1		0.2		0.2	
ENSGALG00000036263	UBA7	10.0	20.0	5.0	15.0	15.0	10.0	3.0	20.0	6.0
ENSGALG00000036264	SCYL3	8.0	28.0	6.0	16.0	15.0	28.0	18.0	43.0	107.0
ENSGALG00000036265	ENSGALG00000036265	0.1	0.2		0.1		0.4		0.2	
ENSGALG00000036266	ENSGALG00000036266	0.2			2.0	0.2				5.0
ENSGALG00000036267	ENSGALG00000036267	0.2	1.0	1.0	1.0	1.0	1.0		2.0	3.0
ENSGALG00000036268	ENSGALG00000036268	11.0	11.0	15.0	27.0	19.0	41.0	18.0	38.0	26.0
ENSGALG00000036269	ENSGALG00000036269	0.3	2.0	2.0	1.0	2.0	2.0		2.0	5.0
ENSGALG00000036270	ENSGALG00000036270	487.0	4.0	0.9	5.0	0.7	14.0	1.0	9.0	16.0
ENSGALG00000036271	ENSGALG00000036271	0.2	0.2		0.1		0.3		0.3	0.5
ENSGALG00000036272	ENSGALG00000036272									0.2
ENSGALG00000036273	ENSGALG00000036273	0.2	0.1		0.1		0.3		0.1	4.0
ENSGALG00000036274	ENSGALG00000036274									4.0
ENSGALG00000036276	ENSGALG00000036276	0.2	0.2	1.0			3.0		0.3	1.0
ENSGALG00000036278	ENSGALG00000036278	0.2							0.1	
ENSGALG00000036279	ENSGALG00000036279	15.0					0.4		0.7	0.2
ENSGALG00000036280	ENSGALG00000036280	0.2	0.3	0.1	0.6	0.1	0.9	0.1	0.2	8.0
ENSGALG00000036281	ENSGALG00000036281	2.0	2.0	2.0	1.0	0.2	14.0		36.0	0.2
ENSGALG00000036283	ENSGALG00000036283	68.0	77.0	64.0	60.0	52.0	155.0	26.0	80.0	85.0
ENSGALG00000036284	RPGR	7.0	11.0	2.0	5.0	2.0	12.0	1.0	11.0	201.0
ENSGALG00000036285	ENSGALG00000036285	0.2	0.2		0.4	0.2	0.1		1.0	1.0
ENSGALG00000036286	HHIPL1	9.0	13.0	4.0	7.0	4.0	43.0	1.0	25.0	2.0
ENSGALG00000036287	ENSGALG00000036287	0.2	0.3	0.1			0.7			0.1
ENSGALG00000036288	OAZ2	92.0	107.0	91.0	116.0	91.0	225.0	79.0	117.0	84.0
ENSGALG00000036289	ENSGALG00000036289									2.0
ENSGALG00000036290	ENSGALG00000036290	0.3			9.0	10.0	0.1		0.6	2.0
ENSGALG00000036292	ENSGALG00000036292	0.3			0.1		0.2			0.1
ENSGALG00000036293	EBAG9	67.0	92.0	32.0	68.0	50.0	81.0	51.0	89.0	45.0
ENSGALG00000036294	CAP1	99.0	335.0	21.0	132.0	66.0	271.0	17.0	436.0	34.0
ENSGALG00000036295	CAD	7.0	24.0	3.0	12.0	8.0	25.0	2.0	35.0	10.0
ENSGALG00000036296	ENSGALG00000036296		2.0	0.3		0.1	6.0			4.0
ENSGALG00000036297	ABHD8	145.0	0.6							3.0
ENSGALG00000036299	ENSGALG00000036299	0.4	1.0	0.3	0.4	0.8	1.0	0.2	9.0	0.1
ENSGALG00000036300	SEC61A2	69.0	19.0	21.0	12.0	15.0	11.0	27.0	22.0	77.0
ENSGALG00000036301	KIAA0895	16.0	12.0	1.0	10.0	7.0	17.0	2.0	12.0	14.0
