# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-513
# Selected columns: 16 (all)
# Timestamp: Sat, 25-Aug-2018 02:48:02
Gene ID	Gene Name	adipose tissue	adrenal gland	brain	breast	colon	heart	kidney	leukocyte	liver	lung	lymph node	ovary	prostate gland	skeletal muscle tissue	testis	thyroid gland
ENSG00000260430	AC099518.1	0.7	1.0	1.0	0.5	0.4		0.2		0.1			0.3	0.1		0.5	0.8
ENSG00000260433	LINC01917				0.5											16.0	
ENSG00000260436	AC093525.3	1.0	7.0	1.0	4.0	1.0	1.0	0.6	2.0	0.6	2.0	4.0	5.0	4.0		2.0	2.0
ENSG00000260438	AC018552.1												0.1			0.1	
ENSG00000260439	LMF1-AS1	0.1	4.0	1.0	0.4	0.3			0.1		0.8	0.6				0.5	0.3
ENSG00000260440	LINC01544	0.1	0.5	0.2	0.1	0.2	0.1	0.3	0.1		0.1		0.1		0.1	0.2	0.2
ENSG00000260441	AC020978.3		0.4	0.4				0.8				0.3		0.8		4.0	
ENSG00000260442	ATP2A1-AS1	0.3	0.3	0.9	1.0	0.2	0.2	0.4	0.3		0.5	1.0	0.7	1.0	6.0	12.0	6.0
ENSG00000260443	AC127455.1			0.7									0.5	1.0		0.4	1.0
ENSG00000260444	AC138749.2												0.8				
ENSG00000260447	AC009065.3	0.3	1.0	0.7	0.2			0.2			0.4		1.0	0.4	0.7	0.4	0.2
ENSG00000260448	LCMT1-AS1	1.0	4.0	4.0	1.0	0.6	1.0	1.0	0.1	0.4	0.8	3.0	3.0	0.9	1.0	4.0	3.0
ENSG00000260449	ENSG00000260449															0.1	
ENSG00000260450	LINC02134															4.0	
ENSG00000260451	GEMIN8P2															0.4	
ENSG00000260452	TPRKBP2	0.6	1.0	0.4									0.4			0.2	
ENSG00000260454	AL355607.2	0.3	0.1	0.2		0.1		0.2				0.3	0.1	0.3		0.1	
ENSG00000260455	NBAT1	0.1		0.7	0.5		0.1	0.1					0.7	0.2		0.2	0.2
ENSG00000260456	C16orf95	0.9	0.9	0.8	1.0	0.6	0.4	0.6	0.1	0.5	0.8	0.5	0.7	0.8	1.0	30.0	0.8
ENSG00000260457	AC027458.1							1.0								0.8	
ENSG00000260458	KCNJ18	0.1														0.1	
ENSG00000260459	FTLP14		0.6		0.2	0.5		1.0		0.6	3.0		0.2	4.0		0.7	6.0
ENSG00000260460	AL365181.1	0.7	3.0	1.0	1.0	0.4	0.3	0.8	0.6	0.2	0.5	0.4	2.0	1.0	1.0	0.6	2.0
ENSG00000260461	AL133355.1	3.0	8.0	5.0	3.0	2.0	3.0	7.0	8.0	0.2	12.0	6.0	8.0	8.0	1.0	6.0	6.0
ENSG00000260464	AL049796.1	0.7	1.0	6.0	1.0	0.9	0.7	0.6	0.8		0.1	0.8	3.0	1.0	0.3	4.0	2.0
ENSG00000260466	AC126696.2		0.5	0.4		0.2							1.0	1.0		0.2	
ENSG00000260467	AC018552.2	0.6	0.6			0.2			1.0		2.0	0.9	0.4			0.6	0.9
ENSG00000260468	LINC01290	0.8	2.0		0.3	1.0	0.7	0.9		0.6	4.0		2.0	1.0			1.0
ENSG00000260469	C15orf59-AS1			0.9				3.0				0.1	0.8	0.1		5.0	0.1
ENSG00000260470	AC023794.5	0.2	0.7	0.2	0.6			0.3				0.1	1.0	0.1		0.5	0.1
ENSG00000260471	PPIAP49												0.1				
ENSG00000260473	AC068987.3	0.1	3.0	0.2	0.2		0.1	1.0	0.1	0.3	0.1	0.1	0.3	0.3		2.0	0.3
ENSG00000260475	AL353719.1	0.1	0.2	0.4	0.2	0.1		0.1		0.1		0.3	0.2			2.0	0.7
ENSG00000260476	AC104794.3									0.3							0.1
ENSG00000260477	LINC01584									0.1						5.0	0.2
ENSG00000260478	AC007333.1															0.3	
ENSG00000260479	AC009145.1					0.2	0.1		2.0								1.0
ENSG00000260483	AC015720.1		0.5	1.0									0.8				
ENSG00000260484	AC131902.2	0.1					0.9					0.3	1.0	0.3		0.1	
ENSG00000260487	AC116348.1	2.0	5.0	2.0	1.0	0.5	2.0	3.0	0.1	0.3	1.0	1.0	2.0	0.4		3.0	3.0
ENSG00000260488	AC007216.1	0.4	0.2	0.3	0.2			1.0					0.2	0.4			0.2
ENSG00000260490	MYL12BP1	0.9	1.0	0.6	2.0	0.9	0.1	0.5	0.4	0.1	0.6	6.0	3.0	2.0	3.0	2.0	0.1
ENSG00000260492	CISTR		0.2	1.0			2.0						0.1	0.3		0.1	0.1
ENSG00000260493	AC011773.4	0.2	1.0	0.7	0.4	0.4		0.6		0.1	0.1	2.0	0.9	0.2	0.1	1.0	1.0
ENSG00000260494	AC002310.3		0.3	0.1				0.1					1.0			0.1	
ENSG00000260495	AC009148.1	0.4	2.0	2.0	0.3	0.4	0.2	0.8	0.3	0.2	1.0	2.0	2.0	0.5		0.8	1.0
ENSG00000260496	AC009041.1		0.5	0.2					3.0		0.2			0.1			0.1
ENSG00000260497	AC141846.1															1.0	
ENSG00000260498	AC126696.3	0.1		0.1									0.3			2.0	
ENSG00000260500	AC010336.2				0.2			0.1		0.1				1.0		0.5	0.5
ENSG00000260504	AC010551.1															1.0	
ENSG00000260505	AC096644.4	0.3	0.3	0.7	0.5	0.4	0.4	0.2		0.7	0.6	0.2	0.6	0.5	0.4	0.9	0.5
ENSG00000260507	AC133919.1		2.0	0.7	1.0	0.2		0.2					0.7	0.1		13.0	
ENSG00000260509	AL590787.1	0.2	0.2	1.0				0.1	0.2				0.7	0.1		2.0	0.8
ENSG00000260510	AC004381.1		0.6						1.0		0.2		1.0			3.0	
ENSG00000260511	AC009145.2			0.3			0.1									0.9	0.3
ENSG00000260514	AC009086.1						0.1		0.2								
ENSG00000260515	AC034229.2											0.2					
ENSG00000260516	AC133548.1						0.7										
ENSG00000260517	AC009093.2	0.1	0.4	0.2	0.4	0.3	0.1	0.1	0.7	0.5	0.3	0.7	1.0	0.6		0.4	
ENSG00000260518	BMS1P8	4.0	0.8	2.0	2.0	0.8	0.7	2.0		0.5	1.0	2.0	1.0	0.3	0.8	4.0	2.0
ENSG00000260519	AC096734.2															7.0	0.6
ENSG00000260520	AC010547.3															15.0	0.2
ENSG00000260521	ENSG00000260521	5.0	5.0	0.9	2.0	6.0	0.1	1.0	11.0	0.6	4.0	7.0	9.0	14.0	2.0	4.0	3.0
ENSG00000260526	AC109347.1	1.0	2.0	5.0	1.0	0.5	0.3	2.0	0.6	0.7	3.0	2.0	2.0	0.9	0.6	2.0	5.0
ENSG00000260528	FAM157C	2.0	6.0	3.0	2.0	0.7	0.6	1.0	2.0	0.5	4.0	2.0	4.0	2.0	0.2	5.0	2.0
ENSG00000260530	AC010551.2	0.3	1.0		0.3	0.7											
ENSG00000260532	AL031598.1		0.1													0.2	
ENSG00000260536	AL035071.2	2.0	7.0	1.0	2.0	0.5	0.8	3.0	0.3	0.7	6.0	6.0	4.0	2.0		8.0	3.0
ENSG00000260537	AC012184.2							0.2									
ENSG00000260541	AL031722.1	0.7	8.0	2.0	3.0	0.8	2.0	1.0	1.0	0.6	4.0	2.0	5.0	1.0	0.4	1.0	4.0
ENSG00000260542	AL499627.1															0.3	1.0
ENSG00000260545	AC026771.1	0.1	2.0	2.0	5.0		0.3			0.1		4.0	1.0				1.0
ENSG00000260548	AL035425.2			1.0									0.5	0.5			2.0
ENSG00000260549	MT1L	13.0	12.0	8.0	19.0	12.0	14.0	5.0	2.0	94.0	72.0	16.0	7.0	44.0	2.0	4.0	20.0
ENSG00000260550	AC136618.1				0.1				0.4					0.1		0.2	0.3
ENSG00000260551	PWRN2	0.1		0.1				0.1								7.0	0.1
ENSG00000260552	AC023043.1	5.0	3.0	2.0	4.0	2.0	0.1	1.0	0.3	1.0	5.0	2.0	23.0	6.0		4.0	0.4
ENSG00000260555	AC092681.2			0.3		0.1		0.3									
ENSG00000260558	AC018557.2	0.8	1.0	2.0	0.2	0.2	0.4	0.1	0.4	0.2	2.0	2.0	0.7	0.1		0.4	0.7
ENSG00000260563	AC132872.1	16.0	35.0	22.0	10.0	10.0	2.0	7.0	7.0	1.0	15.0	20.0	13.0	32.0	8.0	13.0	54.0
ENSG00000260564	AL161912.2															1.0	
ENSG00000260565	ERVK13-1	1.0	6.0	4.0	3.0	0.5	1.0	3.0	1.0	1.0	2.0	3.0	7.0	3.0	0.5	3.0	8.0
ENSG00000260568	AC074050.2							0.3								0.5	
ENSG00000260569	AC090398.1	0.2	2.0	0.4	0.6	0.1	0.3	0.3	0.6	0.2		0.3	0.4		0.4	1.0	0.4
ENSG00000260571	BNIP3P5	0.4	0.3		0.5	0.2	0.3	0.9	2.0	0.7		0.2	0.1	2.0		1.0	2.0
ENSG00000260572	AC069224.1	0.8	2.0	3.0	1.0	0.6	0.9	2.0	0.7	0.4	0.4	0.6	4.0	7.0	2.0	0.9	7.0
ENSG00000260573	AC007493.1															4.0	
ENSG00000260576	EIF5A2P1					0.7	0.2	0.8					0.3			0.1	
ENSG00000260577	AC126773.2		1.0	0.5	0.4	0.1	0.1	0.2	0.2		0.1	0.1	25.0	1.0		1.0	0.2
ENSG00000260578	AC110597.1	1.0	0.6	1.0	3.0	0.3	0.1	0.3		0.2	0.7	0.4	0.8	0.7	0.2	0.5	0.4
ENSG00000260580	AC009035.1	0.7	1.0	4.0	1.0	0.8	0.3	1.0	1.0	0.4	2.0	0.2	0.3	0.1	0.8	2.0	0.6
ENSG00000260581	AC011374.1	0.3	0.5	5.0	0.2						1.0		0.6	0.2	0.4	3.0	0.9
ENSG00000260582	TPST2P1		0.1	0.2			0.3	0.1									
ENSG00000260583	AP000223.1	0.5	2.0	14.0	0.6	1.0	1.0	2.0	0.3	0.1	1.0	0.4	7.0	2.0	3.0	5.0	4.0
ENSG00000260584	AC142381.2			0.7													
ENSG00000260585	AL359851.1	0.1		0.3	0.1									0.1		0.2	0.1
ENSG00000260586	AC064799.2		0.3		0.1		0.3				0.9		0.7			0.2	0.5
ENSG00000260588	AC027702.1	0.5	1.0	0.6	0.4	0.4	0.2	0.3	0.7	0.1	0.1	0.2	1.0	0.9		0.3	1.0
ENSG00000260589	STAM-AS1	0.1	1.0	0.3	0.2	0.2	0.3	0.7	0.4	0.1		2.0	0.9	0.4	0.1	0.6	2.0
ENSG00000260592	AC130456.3	0.2	0.5	0.2	2.0	2.0		0.1			10.0	0.4	0.3	0.5	0.3	0.9	0.3
ENSG00000260593	AC009097.2				0.1	0.2				0.5	0.4		0.5		1.0	0.6	0.6
ENSG00000260594	AC099313.1						0.3										
ENSG00000260596	DUX4			0.1	0.1			0.1							0.4		
ENSG00000260597	AC012531.1	0.4	0.7		0.3	0.1		0.7				0.2	2.0			0.5	
ENSG00000260598	FRG2IP															0.2	
ENSG00000260599	AC011467.1		0.1										0.2	0.2			0.1
ENSG00000260601	AC131391.1	0.1	0.6	0.8	0.2						2.0	0.4				0.4	
ENSG00000260602	HMGN2P40	0.3		2.0	0.4								0.9		0.2	0.4	2.0
ENSG00000260604	AL590004.4	0.6	0.5	0.2	0.2	0.2	8.0	0.1	0.1	0.2		0.2	0.5	0.5	0.8	0.5	3.0
ENSG00000260605	AC027688.1			0.4						0.2							
ENSG00000260608	AC024270.4	1.0	4.0	4.0	0.5	0.3	0.3	0.9					6.0	0.4		2.0	5.0
ENSG00000260610	AC142086.3	0.1	0.8	3.0	1.0		0.1						1.0			0.2	0.1
ENSG00000260611	AC106785.2	0.2	0.3														
ENSG00000260612	AC009097.3	0.3	0.4	0.2	0.4	0.2	0.2	0.2		0.1		0.9	0.6			0.5	0.4
ENSG00000260613	Z98885.2	0.2		1.0	0.3						0.3		0.4	0.2		2.0	0.5
ENSG00000260614	AC007614.3	0.7	0.2	1.0	0.7	0.4	0.1	0.4		0.3			0.3			17.0	0.3
ENSG00000260615	RPL23AP97	0.8	1.0	4.0	0.2	0.7		0.3	0.4	0.6	2.0	0.5		1.0		3.0	1.0
ENSG00000260616	AC007728.1	0.1		0.5						0.2	0.5	0.1	0.1			3.0	
ENSG00000260617	AC138028.5			0.2													0.1
ENSG00000260618	AC025917.1	3.0	5.0	4.0	5.0	0.2	2.0	3.0	0.5	0.4	4.0	2.0	1.0	4.0	3.0	0.9	4.0
ENSG00000260619	AC068870.1		0.2	0.6	0.3		0.1	0.1	0.3	0.1	0.2	0.1	0.2			0.2	0.2
ENSG00000260620	AC027688.2	0.3	3.0	2.0	1.0	0.3	1.0	2.0	0.9	0.6		1.0	3.0	1.0		2.0	3.0
ENSG00000260621	AC092140.1		1.0	0.2	0.3		0.1										0.4
ENSG00000260624	AC018943.1															17.0	
ENSG00000260625	AC026471.2	2.0	3.0	4.0	5.0	0.1	0.5	0.5	0.8	0.5	1.0	1.0	2.0	3.0		4.0	7.0
ENSG00000260626	AC136944.1	1.0	2.0	2.0	1.0	0.2	0.4	3.0		0.3	0.9	4.0	3.0	3.0	0.8	6.0	1.0
ENSG00000260628	AC142381.3	0.1	0.3	2.0				0.1			0.4		0.4	0.1		0.1	0.1
ENSG00000260630	SNAI3-AS1	0.6	1.0	3.0	0.8	0.2	0.9	0.8	1.0	0.5	0.4	2.0	3.0	1.0	0.6	2.0	0.6
ENSG00000260631	RBM22P12															0.1	
ENSG00000260633	AC010207.1	0.4	1.0	1.0	2.0		0.3	0.1			0.5	0.4	0.5	0.3	0.4	0.2	1.0
ENSG00000260634	AC012508.2		0.2	2.0										0.1		0.2	0.2
ENSG00000260635	AC092338.1	0.6	3.0	0.2	2.0	0.9	0.1	2.0		0.5	3.0	2.0	4.0	1.0		0.6	5.0
ENSG00000260636	ENSG00000260636	2.0	4.0	2.0	2.0		0.6	0.4		0.4	2.0	0.3	3.0	1.0		1.0	2.0
ENSG00000260639	AC025678.1			1.0			0.1										1.0
ENSG00000260640	AP003115.1			2.0							0.1		0.2			0.4	
ENSG00000260641	AC114811.2		1.0	4.0	0.1	0.1	0.1	0.2				0.6	1.0	0.2		0.7	1.0
ENSG00000260643	AC092718.3	0.5	2.0	7.0	3.0	0.4	0.8	3.0	0.5	1.0	4.0	2.0	3.0	3.0	0.8	4.0	4.0
ENSG00000260644	HERC2P5		0.1													0.1	0.1
ENSG00000260645	AL359715.3	0.1	0.6	2.0	2.0	0.5	0.1	2.0		0.4	0.7	0.8	4.0	2.0		0.6	0.5
ENSG00000260646	AL031705.1	1.0	5.0	2.0	3.0	2.0	0.6	1.0	1.0	0.2	1.0	2.0	4.0	1.0	0.4	2.0	3.0
ENSG00000260647	AC127537.3	0.2	0.9	0.4	0.5	0.6	0.2	0.5	0.4	0.2	0.5	0.3	2.0	1.0	0.2	0.7	2.0
ENSG00000260648	AC020658.3		0.1		0.1												
ENSG00000260650	AC010542.1			0.6			0.1	0.6					0.3			0.2	0.1
ENSG00000260651	AF213884.3						0.1				0.6	0.5	0.2	0.5	0.1	0.2	0.1
ENSG00000260653	AC237221.1	0.1		0.3	0.1		2.0			0.2		0.2	0.1		0.3	2.0	
ENSG00000260657	AC107871.2			0.4	2.0	0.3				0.1		1.0	0.9	1.0	0.5	1.0	0.5
ENSG00000260658	AC138305.1				0.6		3.0	2.0						0.7		0.3	0.3
ENSG00000260660	AC113208.3		0.2											0.7	0.2	0.7	
ENSG00000260661	AC116903.2	0.5	1.0	1.0	0.2	0.3	0.5	0.1		0.1	0.3	0.3	0.2	0.1		1.0	0.1
ENSG00000260664	AC004158.1	0.1	0.3	5.0	0.2	0.1	0.1				0.1	0.1	0.1			0.1	0.2
ENSG00000260668	AC093536.1	2.0	2.0	0.2	2.0	2.0			2.0	2.0	0.6	4.0	3.0	4.0	2.0	1.0	2.0
ENSG00000260669	AL096870.2	0.6	3.0	0.8	0.8	0.4	0.2	0.5	1.0	0.1	0.6	3.0	1.0	0.9		1.0	1.0
ENSG00000260670	AC134508.1		0.2	0.1									0.1	0.1			0.1
ENSG00000260671	AC010536.2	0.5	15.0	5.0	1.0		3.0	2.0	1.0	0.8		1.0	0.8		0.2	2.0	2.0
ENSG00000260672	AC100827.4	0.2	0.5	0.7	0.2		0.1	0.2			0.1		0.2	0.2		0.5	0.1
ENSG00000260673	AL034376.2						0.1						0.1			0.1	
ENSG00000260674	AC026826.3															0.7	
ENSG00000260675	AC109446.2											0.2					
ENSG00000260676	LINC01541	0.1	0.2	0.4	0.1	0.1			0.2		0.2		0.1	0.1	0.2	0.2	0.3
ENSG00000260677	AL445531.1	0.5	1.0	1.0	0.7		0.4	0.6	0.4	0.1	0.4	0.7	0.6	0.4		0.5	0.4
ENSG00000260678	AC093249.3			0.2				1.0								0.6	0.9
ENSG00000260679	AP007216.2		1.0				0.1							0.2		0.5	
ENSG00000260680	AGGF1P5															0.1	
ENSG00000260683	AL591643.1			0.1			0.1	0.1	0.1			0.1	0.4	0.6		0.5	
ENSG00000260685	AC027104.1	0.8	1.0	2.0						0.3		0.3	2.0		1.0	4.0	0.8
ENSG00000260686	AC008669.1	0.8	10.0	9.0	5.0	7.0	1.0	7.0	5.0	0.9	4.0	3.0	31.0	20.0	1.0	7.0	37.0
ENSG00000260687	ENSG00000260687															0.6	
ENSG00000260688	AC026470.2			1.0													
ENSG00000260689	HNRNPA3P11		0.1		0.1		0.1						0.4				0.1
ENSG00000260691	ANKRD20A1		0.1	0.1			0.1	0.2	0.1		0.1					0.2	0.1
ENSG00000260693	AC026150.1	6.0	11.0	11.0	8.0	2.0	8.0	5.0	2.0	2.0	4.0	2.0	15.0	6.0	0.8	6.0	11.0
ENSG00000260694	AC009145.3		0.3														
ENSG00000260695	AC022164.1		0.1								2.0	0.2	0.4				0.1
ENSG00000260698	AL591848.3	0.9	3.0	1.0	1.0	0.3	0.4	0.3	0.4	0.2	0.6	1.0	1.0	0.6	0.4	1.0	0.8
ENSG00000260701	AC025284.1	0.1				0.2											
ENSG00000260702	AL031713.1						0.1										
ENSG00000260704	LINC00543	0.1	0.3		0.1	0.9		0.8		1.0			0.2	0.1		0.2	0.2
ENSG00000260706	AC022166.1												2.0				
ENSG00000260708	AL118516.1	6.0	7.0	13.0	4.0	4.0	2.0	3.0	4.0	2.0	28.0	8.0	9.0	14.0	6.0	6.0	31.0
ENSG00000260710	AC120498.4							0.6		0.4				3.0		1.0	
ENSG00000260711	AL121839.2	0.9	5.0	0.4	6.0	1.0	0.3	1.0	2.0	0.1	4.0	6.0	2.0	2.0	0.2	1.0	2.0
ENSG00000260714	AC133552.1	0.2	1.0	0.1	0.3		0.1	0.3	0.1	0.1		0.1	0.2	0.5		1.0	0.5
ENSG00000260715	AC093536.2						0.1										
ENSG00000260719	AC009133.3	1.0	9.0	1.0	1.0	0.7	0.5	1.0	6.0	0.2	1.0	8.0	3.0	3.0	0.3	1.0	0.9
ENSG00000260720	LINC01243															0.3	
ENSG00000260721	AF067845.1		0.1		0.8	0.5						0.2	0.1	0.1		5.0	1.0
ENSG00000260722	VN1R67P						0.1						0.4				
ENSG00000260723	AC007598.1		1.0		3.0			1.0								7.0	0.3
ENSG00000260725	AC005307.1	0.1	0.1						0.3							0.2	
ENSG00000260727	SLC7A5P1			0.2	0.1	0.2	0.1	0.1	0.8		0.1		1.0	0.5		0.3	
ENSG00000260729	AC009690.1	0.1	0.3	0.2	0.2	0.1	0.1	0.2			0.2	0.3	0.3	0.2		0.1	0.4
ENSG00000260731	KRT8P22												0.2				
ENSG00000260733	AC046158.1		1.0		0.8		0.2	2.0		0.2		0.3				0.2	1.0
ENSG00000260734	TLE7					0.1										2.0	
ENSG00000260735	AC139256.1	18.0	104.0	21.0	42.0	6.0	4.0	10.0	7.0	4.0	12.0	28.0	42.0	17.0	4.0	12.0	16.0
ENSG00000260737	LINC01227			0.1												4.0	
ENSG00000260738	LINC00554	0.1														0.3	
ENSG00000260740	AC026471.3				0.1	1.0		1.0		0.2	2.0	0.2	0.6	0.2		10.0	0.2
ENSG00000260741	AC099482.1							2.0									0.1
ENSG00000260742	AC009962.1	0.8	2.0	0.5	0.6	0.2	0.3	0.6	2.0	0.2	0.2	0.7	0.7	0.1	0.1	0.8	1.0
ENSG00000260743	AC007823.1	0.6	2.0	2.0	2.0	2.0	1.0	2.0		0.7	1.0	3.0	3.0	1.0	1.0	0.9	2.0
ENSG00000260744	AC007494.2	0.2	2.0	0.5	0.2		0.5		0.2		0.1		0.3			0.6	0.4
ENSG00000260746	KIF18BP1							0.9									
ENSG00000260747	AC022968.1						1.0	0.9	2.0		0.9	2.0	0.2	1.0	3.0		0.4
ENSG00000260750	AC092720.1		0.2	0.9			0.1	0.3	0.3	0.3	0.2		0.1	0.3		5.0	0.2
ENSG00000260751	AC008870.2	2.0	10.0	5.0	1.0	0.7	0.9	2.0	0.9	0.8	1.0	0.7	3.0	0.3	1.0	2.0	6.0
ENSG00000260756	AC131649.1	0.3	0.8	0.2	0.9	0.2	0.2	0.6	0.1		0.1		0.6	0.4		4.0	0.6
ENSG00000260757	AC093520.1	0.1	1.0	0.4	0.6	0.4	0.2	0.3	0.1	0.1	0.4	1.0	0.8	0.6	0.5	0.5	0.8
ENSG00000260758	ENSG00000260758															2.0	
ENSG00000260759	AP001120.1															1.0	
ENSG00000260760	PWRN3		0.1	0.4				0.6		0.1			2.0	0.1		1.0	1.0
ENSG00000260761	AC106754.1					0.7	0.4				0.7					0.1	
ENSG00000260762	ACSM5P1				0.1	0.2		0.5		0.5							
ENSG00000260763	AC106799.3	0.1	0.8	0.3	0.2	0.1		0.3	0.4	0.1	0.2	0.2	0.5	0.3		0.2	0.3
ENSG00000260764	AC007224.1				2.0								1.0				
ENSG00000260765	CES1P2				0.1					2.0	0.5	0.3				2.0	
ENSG00000260766	AL513302.2	6.0	13.0	11.0	10.0	3.0	1.0	9.0	7.0	7.0	5.0	13.0	18.0	10.0	2.0	7.0	9.0
ENSG00000260769	AC007614.4													0.3			
ENSG00000260771	AL138918.1					0.1	0.1						0.1			0.2	
ENSG00000260773	AC055855.2	1.0	7.0	2.0	2.0	2.0	0.4	1.0	1.0	0.4	3.0	5.0	4.0	2.0		3.0	4.0
ENSG00000260774	AC021087.3	0.2	2.0	2.0	0.9	0.4	0.9	2.0	0.1	0.2	0.6	2.0	4.0	2.0	0.8	1.0	3.0
ENSG00000260776	AC104758.3			1.0	0.2	0.1		0.2				0.1	0.1			2.0	0.1
ENSG00000260777	AC061975.1	0.2	0.1	0.7	0.6	0.1	0.3	0.3		0.9	0.7	0.6	0.3	0.9		17.0	0.4
ENSG00000260778	AC009065.4	1.0	5.0	1.0	2.0	0.1	0.1	2.0	0.3	0.4	0.6	3.0	2.0	1.0	0.3	2.0	3.0
ENSG00000260779	AP001180.1															0.1	
ENSG00000260780	AC087463.1				0.4											0.2	0.9
ENSG00000260781	ARHGAP23P1	0.1		0.1											0.1		
ENSG00000260782	AC007225.1	0.1	0.8	0.3			0.1	0.1	0.1							0.5	0.4
ENSG00000260784	AC026150.2	0.8	0.6	0.7	1.0		0.1				0.2	1.0	2.0	0.4	0.3	1.0	0.2
ENSG00000260785	CASC17															2.0	
ENSG00000260786	AC108099.1	0.1	0.3	0.1	0.1	0.1	0.1	0.1				0.1	0.1	0.1			0.2
ENSG00000260788	AC009063.2		0.2	5.0	0.1		0.2					0.4		0.1		0.1	0.5
ENSG00000260790	AC092338.2	0.3	2.0	0.3	0.9	0.3	0.1	0.6	0.5		1.0	0.9	0.7	0.9	0.5	1.0	1.0
ENSG00000260792	LINC02280	0.3	2.0	0.9	0.6	0.1	0.1	0.3	0.3	0.3	0.5	0.4	0.8	0.3	0.1	0.4	0.6
ENSG00000260793	AC003102.1	2.0	13.0	7.0	2.0	0.1	1.0	2.0	0.5	0.1	2.0	4.0	2.0	2.0	1.0	2.0	5.0
ENSG00000260796	AC145285.4	1.0	2.0	2.0	1.0	0.5	0.3	0.5	0.6	0.2	1.0	1.0	3.0		0.3	1.0	2.0
ENSG00000260797	AC106734.1															0.1	0.1
ENSG00000260798	AC099314.1		1.0	0.7	0.2		0.4	0.6	0.9		0.5	0.7	1.0	0.2		0.3	0.9
ENSG00000260799	KRT8P50	0.2	0.3	0.1		0.2						0.3					
ENSG00000260802	SERTM2		0.3			1.0		1.0		3.0	0.5	0.4	0.6	13.0		16.0	
ENSG00000260803	Z84723.1		1.0	0.3		0.2			0.7	0.1		0.4					0.1
ENSG00000260804	LINC01963	5.0	16.0	83.0	18.0	4.0	5.0	14.0	25.0	2.0	4.0	9.0	41.0	11.0	17.0	10.0	27.0
ENSG00000260805	AC092803.2	1.0	2.0	7.0	2.0	1.0	0.6	2.0	3.0	0.6	2.0	2.0	2.0	3.0	0.5	3.0	12.0
ENSG00000260806	AL163051.1		0.2	0.8	0.3	0.3	0.3	1.0	0.4	0.4	5.0	1.0	1.0	0.9	0.7	4.0	2.0
ENSG00000260807	AC009041.2	0.5	3.0	17.0	2.0	0.7	0.3	0.6	0.3	0.1	1.0	4.0	0.7	1.0	0.1	4.0	1.0
ENSG00000260808	AP003096.1	2.0	3.0	0.3	0.5	0.1	0.7	1.0	0.5	0.5	1.0	1.0	1.0	3.0	0.6	0.7	1.0
ENSG00000260809	VPS35P1			0.1												0.6	0.3
ENSG00000260810	AL135818.2		2.0	0.2		0.7	0.2	0.2	1.0		3.0		0.6	0.7		0.5	0.7
ENSG00000260815	PPIAP47		0.1				0.1	0.1	0.1			0.1	0.1			0.4	0.5
ENSG00000260816	AC027279.1	0.6	5.0	0.9	3.0	0.5	0.2	0.8	0.1	0.2	0.8	0.2	2.0	1.0		0.9	2.0
ENSG00000260817	AC074051.3												0.2				
ENSG00000260818	UNGP1	0.3	1.0	0.4	0.5	0.5	0.2	0.1	1.0	0.2	0.1	0.3	1.0	1.0	0.6	0.5	1.0
ENSG00000260822	AC004656.1	18.0	35.0	42.0	21.0	34.0	9.0	22.0	37.0	10.0	14.0	29.0	47.0	34.0	3.0	41.0	11.0
ENSG00000260823	AC026461.3		0.9		0.1					0.3				1.0		1.0	0.6
ENSG00000260828	HMGB3P32		0.8		0.2		0.1	0.9	6.0	0.1	0.2	1.0					
ENSG00000260830	AL135744.1	0.5	0.1	1.0	0.4	0.1		0.1				0.7	0.3			12.0	1.0
ENSG00000260832	AC125793.1	0.1		0.1			0.1									0.3	
ENSG00000260834	AC009055.2	0.5	3.0	5.0	1.0	0.3	0.5	2.0	0.5	0.9	1.0	4.0	2.0	0.2	0.2	1.0	1.0
ENSG00000260835	AC007223.1			0.4												2.0	
ENSG00000260836	AC245033.1										0.1		0.1				0.1
ENSG00000260837	ENSG00000260837	3.0	6.0	57.0	3.0	6.0	10.0	4.0	4.0	1.0	2.0	6.0	6.0	12.0	62.0	5.0	8.0
ENSG00000260838	AC022893.2	0.1	0.6	6.0	0.3	1.0	0.1	0.3			0.3	0.2	0.4	0.1		0.7	0.2
ENSG00000260840	LINC01964	0.1	0.1		0.1								0.2			0.6	
ENSG00000260841	ENSG00000260841	6.0	5.0	0.6	3.0	0.5	0.8	1.0	5.0	2.0	1.0	1.0	1.0	0.9	1.0	0.9	5.0
ENSG00000260844	AC055876.4	0.5	1.0		0.1	0.1	0.1	0.5	2.0		0.4	3.0	1.0	1.0		0.7	0.5
ENSG00000260846	FRG2HP															0.4	
ENSG00000260848	AC092114.1						0.1										
ENSG00000260850	AC087564.1																0.3
ENSG00000260851	AC010542.3		0.3							0.2			0.1	0.1		0.1	
ENSG00000260852	FBXL19-AS1	1.0	3.0	1.0	2.0	0.7	1.0	2.0	0.6	0.5	0.6	3.0	2.0	1.0	0.5	2.0	2.0
ENSG00000260853	AC109460.2	0.7	4.0	0.8	1.0	0.5	0.4	0.9	0.6	0.1	1.0	8.0	2.0	1.0		0.9	2.0
ENSG00000260854	LINC02184		0.1													7.0	
